Drug1,Drug2,Cell line,synergy_x,fold,Cosmic sample Id,synergy_y,set
MK-8669,DINACICLIB,SKMEL30,15.0751194675,3,909726.0,15.0751194675,blind_drug_val
MK-8669,DINACICLIB,SKMES1,2.6997052257,3,909728.0,2.6997052257,val_dc
MK-8669,DINACICLIB,SKMES1,2.6997052257,3,909728.0,2.6997052257,blind_drug_test
MK-8669,DINACICLIB,SK-OV-3,13.5770529806,3,905959.0,13.5770529806,test_dc
MK-8669,DINACICLIB,SK-OV-3,13.5770529806,3,905959.0,13.5770529806,blind_drug_test
MK-8669,DINACICLIB,SW-620,-5.3921121069,3,905962.0,-5.3921121069,val_dc
MK-8669,DINACICLIB,SW-620,-5.3921121069,3,905962.0,-5.3921121069,blind_drug_val
MK-8669,DINACICLIB,SW837,19.2648408256,3,909755.0,19.2648408256,val_dc
MK-8669,DINACICLIB,SW837,19.2648408256,3,909755.0,19.2648408256,blind_drug_val
MK-8669,DINACICLIB,T-47D,22.7258766581,3,905945.0,22.7258766581,val_dc
MK-8669,DINACICLIB,T-47D,22.7258766581,3,905945.0,22.7258766581,blind_drug_val
MK-8669,DINACICLIB,UACC62,13.8573531436,3,905976.0,13.8573531436,test_dc
MK-8669,DINACICLIB,UACC62,13.8573531436,3,905976.0,13.8573531436,blind_drug_test
MK-8669,DINACICLIB,UWB1289BRCA1,13.9199698146,3,,,
MK-8669,DINACICLIB,UWB1289,2.7734218008,3,1480374.0,2.7734218008,val_dc
MK-8669,DINACICLIB,UWB1289,2.7734218008,3,1480374.0,2.7734218008,blind_drug_val
MK-8669,DINACICLIB,VCAP,25.0261843642,3,1299075.0,25.0261843642,test_dc
MK-8669,DINACICLIB,VCAP,25.0261843642,3,1299075.0,25.0261843642,blind_drug_val
MK-8669,DINACICLIB,ZR751,13.781349722,3,,,
MK-8669,GELDANAMYCIN,A2058,20.585916368,4,906792.0,20.585916368,train_dc
MK-8669,GELDANAMYCIN,A2780,13.9029014311,4,906804.0,13.9029014311,train_dc
MK-8669,GELDANAMYCIN,A375,17.0880601988,4,906793.0,17.0880601988,train_dc
MK-8669,GELDANAMYCIN,A427,23.3517752462,4,910851.0,23.3517752462,test_dc
MK-8669,GELDANAMYCIN,A427,23.3517752462,4,910851.0,23.3517752462,mix_val
MK-8669,GELDANAMYCIN,CAOV3,4.9430894124,4,,,
MK-8669,GELDANAMYCIN,COLO320DM,2.4191701231,4,,,
MK-8669,GELDANAMYCIN,DLD1,10.1782011547,4,,,
MK-8669,GELDANAMYCIN,EFM192B,37.5236062227,4,,,
MK-8669,GELDANAMYCIN,ES2,21.9087508406,4,1240128.0,21.9087508406,train_dc
MK-8669,GELDANAMYCIN,HCT116,7.4513908107,4,905936.0,7.4513908107,train_dc
MK-8669,GELDANAMYCIN,HT144,25.1781021159,4,907067.0,25.1781021159,train_dc
MK-8669,GELDANAMYCIN,HT29,-0.5246609222,4,,,
MK-8669,GELDANAMYCIN,KPL1,40.099820289,4,,,
MK-8669,GELDANAMYCIN,LNCAP,46.3392932719,4,907788.0,46.3392932719,train_dc
MK-8669,GELDANAMYCIN,LOVO,5.7637413668,4,907790.0,5.7637413668,val_dc
MK-8669,GELDANAMYCIN,LOVO,5.7637413668,4,907790.0,5.7637413668,blind_cell_test
MK-8669,GELDANAMYCIN,MDAMB436,20.4054561256,4,1240172.0,20.4054561256,test_dc
MK-8669,GELDANAMYCIN,MDAMB436,20.4054561256,4,1240172.0,20.4054561256,blind_cell_test
MK-8669,GELDANAMYCIN,MSTO,58.2414338413,4,908152.0,58.2414338413,train_dc
MK-8669,GELDANAMYCIN,NCIH1650,0.7572967478,4,687800.0,0.7572967478,train_dc
MK-8669,GELDANAMYCIN,NCIH2122,9.2381001542,4,722046.0,9.2381001542,train_dc
MK-8669,GELDANAMYCIN,NCIH23,0.6901130443,4,905942.0,0.6901130443,test_dc
MK-8669,GELDANAMYCIN,NCIH23,0.6901130443,4,905942.0,0.6901130443,blind_cell_val
MK-8669,GELDANAMYCIN,NCI-H460,5.2265231362,4,905943.0,5.2265231362,val_dc
MK-8669,GELDANAMYCIN,NCI-H460,5.2265231362,4,905943.0,5.2265231362,blind_cell_test
MK-8669,GELDANAMYCIN,NCIH520,19.1257142865,4,908443.0,19.1257142865,train_dc
MK-8669,GELDANAMYCIN,OCUBM,13.6196949772,4,909256.0,13.6196949772,val_dc
MK-8669,GELDANAMYCIN,OCUBM,13.6196949772,4,909256.0,13.6196949772,blind_cell_val
MK-8669,GELDANAMYCIN,OV90,19.1101073466,4,1240197.0,19.1101073466,test_dc
MK-8669,GELDANAMYCIN,OV90,19.1101073466,4,1240197.0,19.1101073466,mix_test
MK-8669,GELDANAMYCIN,OVCAR3,12.6451676449,4,905933.0,12.6451676449,test_dc
MK-8669,GELDANAMYCIN,OVCAR3,12.6451676449,4,905933.0,12.6451676449,mix_val
MK-8669,GELDANAMYCIN,PA1,16.2439315299,4,909255.0,16.2439315299,val_dc
MK-8669,GELDANAMYCIN,PA1,16.2439315299,4,909255.0,16.2439315299,blind_cell_val
MK-8669,GELDANAMYCIN,RKO,22.9653403696,4,909698.0,22.9653403696,train_dc
MK-8669,GELDANAMYCIN,RPMI7951,2.6142561761,4,910903.0,2.6142561761,train_dc
MK-8669,GELDANAMYCIN,SKMEL30,42.5138395324,4,909726.0,42.5138395324,test_dc
MK-8669,GELDANAMYCIN,SKMEL30,42.5138395324,4,909726.0,42.5138395324,mix_test
MK-8669,GELDANAMYCIN,SKMES1,25.7886422449,4,909728.0,25.7886422449,test_dc
MK-8669,GELDANAMYCIN,SKMES1,25.7886422449,4,909728.0,25.7886422449,mix_val
MK-8669,GELDANAMYCIN,SK-OV-3,19.7399581314,4,905959.0,19.7399581314,train_dc
MK-8669,GELDANAMYCIN,SW-620,-4.2206863455,4,905962.0,-4.2206863455,test_dc
MK-8669,GELDANAMYCIN,SW-620,-4.2206863455,4,905962.0,-4.2206863455,blind_cell_val
MK-8669,GELDANAMYCIN,SW837,7.5354432534,4,909755.0,7.5354432534,train_dc
MK-8669,GELDANAMYCIN,T-47D,31.5530541818,4,905945.0,31.5530541818,train_dc
MK-8669,GELDANAMYCIN,UACC62,21.513468758,4,905976.0,21.513468758,test_dc
MK-8669,GELDANAMYCIN,UACC62,21.513468758,4,905976.0,21.513468758,mix_test
MK-8669,GELDANAMYCIN,UWB1289BRCA1,-14.6765868689,4,,,
MK-8669,GELDANAMYCIN,UWB1289,-14.2567692376,4,1480374.0,-14.2567692376,train_dc
MK-8669,GELDANAMYCIN,VCAP,11.4319539827,4,1299075.0,11.4319539827,test_dc
MK-8669,GELDANAMYCIN,VCAP,11.4319539827,4,1299075.0,11.4319539827,mix_val
MK-8669,GELDANAMYCIN,ZR751,2.6863998161,4,,,
MK-8669,MK-8776,A2058,61.7862482518,2,906792.0,61.7862482518,train_dc
MK-8669,MK-8776,A2780,52.981830745,2,906804.0,52.981830745,train_dc
MK-8669,MK-8776,A375,60.0689177228,2,906793.0,60.0689177228,train_dc
MK-8669,MK-8776,A427,31.2710519802,2,910851.0,31.2710519802,val_dc
MK-8669,MK-8776,A427,31.2710519802,2,910851.0,31.2710519802,mix_val
MK-8669,MK-8776,CAOV3,59.7006634039,2,,,
MK-8669,MK-8776,COLO320DM,2.6029498758,2,,,
MK-8669,MK-8776,DLD1,15.2465004344,2,,,
MK-8669,MK-8776,EFM192B,30.061925197,2,,,
MK-8669,MK-8776,ES2,60.1576114773,2,1240128.0,60.1576114773,val_dc
MK-8669,MK-8776,ES2,60.1576114773,2,1240128.0,60.1576114773,mix_val
MK-8669,MK-8776,HCT116,-2.7966469247,2,905936.0,-2.7966469247,train_dc
MK-8669,MK-8776,HT144,42.2723991507,2,907067.0,42.2723991507,train_dc
MK-8669,MK-8776,HT29,29.3767133636,2,,,
MK-8669,MK-8776,KPL1,23.5830365624,2,,,
MK-8669,MK-8776,LNCAP,21.1628529949,2,907788.0,21.1628529949,train_dc
MK-8669,MK-8776,LOVO,19.8264716031,2,907790.0,19.8264716031,test_dc
MK-8669,MK-8776,LOVO,19.8264716031,2,907790.0,19.8264716031,blind_cell_test
MK-8669,MK-8776,MDAMB436,31.0941428822,2,1240172.0,31.0941428822,test_dc
MK-8669,MK-8776,MDAMB436,31.0941428822,2,1240172.0,31.0941428822,blind_cell_test
MK-8669,MK-8776,MSTO,28.5792449283,2,908152.0,28.5792449283,train_dc
MK-8669,MK-8776,NCIH1650,27.4019110875,2,687800.0,27.4019110875,train_dc
MK-8669,MK-8776,NCIH2122,-7.5096725755,2,722046.0,-7.5096725755,train_dc
MK-8669,MK-8776,NCIH23,28.3588046091,2,905942.0,28.3588046091,val_dc
MK-8669,MK-8776,NCIH23,28.3588046091,2,905942.0,28.3588046091,blind_cell_test
MK-8669,MK-8776,NCI-H460,4.3114636716,2,905943.0,4.3114636716,test_dc
MK-8669,MK-8776,NCI-H460,4.3114636716,2,905943.0,4.3114636716,blind_cell_val
MK-8669,MK-8776,NCIH520,5.1815560992,2,908443.0,5.1815560992,train_dc
MK-8669,MK-8776,OCUBM,32.4462884704,2,909256.0,32.4462884704,test_dc
MK-8669,MK-8776,OCUBM,32.4462884704,2,909256.0,32.4462884704,blind_cell_val
MK-8669,MK-8776,OV90,20.7181506324,2,1240197.0,20.7181506324,test_dc
MK-8669,MK-8776,OV90,20.7181506324,2,1240197.0,20.7181506324,mix_test
MK-8669,MK-8776,OVCAR3,37.9357010164,2,905933.0,37.9357010164,train_dc
MK-8669,MK-8776,PA1,8.3240897243,2,909255.0,8.3240897243,test_dc
MK-8669,MK-8776,PA1,8.3240897243,2,909255.0,8.3240897243,blind_cell_test
MK-8669,MK-8776,RKO,59.9890986656,2,909698.0,59.9890986656,val_dc
MK-8669,MK-8776,RKO,59.9890986656,2,909698.0,59.9890986656,mix_val
MK-8669,MK-8776,RPMI7951,20.5268354011,2,910903.0,20.5268354011,train_dc
MK-8669,MK-8776,SKMEL30,57.25773487,2,909726.0,57.25773487,train_dc
MK-8669,MK-8776,SKMES1,-4.0781153931,2,909728.0,-4.0781153931,val_dc
MK-8669,MK-8776,SKMES1,-4.0781153931,2,909728.0,-4.0781153931,mix_test
MK-8669,MK-8776,SK-OV-3,62.7815888133,2,905959.0,62.7815888133,train_dc
MK-8669,MK-8776,SW-620,0.0908269502,2,905962.0,0.0908269502,test_dc
MK-8669,MK-8776,SW-620,0.0908269502,2,905962.0,0.0908269502,blind_cell_val
MK-8669,MK-8776,SW837,5.8157303753,2,909755.0,5.8157303753,train_dc
MK-8669,MK-8776,T-47D,29.896248139,2,905945.0,29.896248139,train_dc
MK-8669,MK-8776,UACC62,33.026382446,2,905976.0,33.026382446,train_dc
MK-8669,MK-8776,UWB1289BRCA1,-5.2021263049,2,,,
MK-8669,MK-8776,UWB1289,-6.2006140699,2,1480374.0,-6.2006140699,train_dc
MK-8669,MK-8776,VCAP,16.2100880129,2,1299075.0,16.2100880129,train_dc
MK-8669,MK-8776,ZR751,10.7158604385,2,,,
MK-8669,OXALIPLATIN,A2058,3.3669853062,1,906792.0,3.3669853062,test_dc
MK-8669,OXALIPLATIN,A2058,3.3669853062,1,906792.0,3.3669853062,mix_val
MK-8669,OXALIPLATIN,A2780,-6.0302368667,1,906804.0,-6.0302368667,train_dc
MK-8669,OXALIPLATIN,A375,-4.2076266906,1,906793.0,-4.2076266906,train_dc
MK-8669,OXALIPLATIN,A427,9.9040984943,1,910851.0,9.9040984943,train_dc
MK-8669,OXALIPLATIN,CAOV3,-12.9836817274,1,,,
MK-8669,OXALIPLATIN,COLO320DM,9.04746733,1,,,
MK-8669,OXALIPLATIN,DLD1,-1.0667274476,1,,,
MK-8669,OXALIPLATIN,EFM192B,1.5405653793,1,,,
MK-8669,OXALIPLATIN,ES2,-6.2308025284,1,1240128.0,-6.2308025284,train_dc
MK-8669,OXALIPLATIN,HCT116,-5.6696678042,1,905936.0,-5.6696678042,train_dc
MK-8669,OXALIPLATIN,HT144,-3.0970873872,1,907067.0,-3.0970873872,train_dc
MK-8669,OXALIPLATIN,HT29,12.7430100638,1,,,
MK-8669,OXALIPLATIN,KPL1,12.1363567531,1,,,
MK-8669,OXALIPLATIN,LNCAP,18.6943204884,1,907788.0,18.6943204884,train_dc
MK-8669,OXALIPLATIN,LOVO,-12.6280622288,1,907790.0,-12.6280622288,test_dc
MK-8669,OXALIPLATIN,LOVO,-12.6280622288,1,907790.0,-12.6280622288,blind_cell_val
MK-8669,OXALIPLATIN,MDAMB436,3.0344474089,1,1240172.0,3.0344474089,val_dc
MK-8669,OXALIPLATIN,MDAMB436,3.0344474089,1,1240172.0,3.0344474089,blind_cell_test
MK-8669,OXALIPLATIN,MSTO,11.6811374842,1,908152.0,11.6811374842,train_dc
MK-8669,OXALIPLATIN,NCIH1650,9.2528606163,1,687800.0,9.2528606163,train_dc
MK-8669,OXALIPLATIN,NCIH2122,-6.124797983,1,722046.0,-6.124797983,test_dc
MK-8669,OXALIPLATIN,NCIH2122,-6.124797983,1,722046.0,-6.124797983,mix_val
MK-8669,OXALIPLATIN,NCIH23,-22.0744591844,1,905942.0,-22.0744591844,test_dc
MK-8669,OXALIPLATIN,NCIH23,-22.0744591844,1,905942.0,-22.0744591844,blind_cell_test
MK-8669,OXALIPLATIN,NCI-H460,-22.5206402836,1,905943.0,-22.5206402836,test_dc
MK-8669,OXALIPLATIN,NCI-H460,-22.5206402836,1,905943.0,-22.5206402836,blind_cell_val
MK-8669,OXALIPLATIN,NCIH520,-6.0723273458,1,908443.0,-6.0723273458,train_dc
MK-8669,OXALIPLATIN,OCUBM,24.263085886,1,909256.0,24.263085886,test_dc
MK-8669,OXALIPLATIN,OCUBM,24.263085886,1,909256.0,24.263085886,blind_cell_val
MK-8669,OXALIPLATIN,OV90,-2.4627537001,1,1240197.0,-2.4627537001,train_dc
MK-8669,OXALIPLATIN,OVCAR3,15.1344178891,1,905933.0,15.1344178891,train_dc
MK-8669,OXALIPLATIN,PA1,-16.7400652568,1,909255.0,-16.7400652568,test_dc
MK-8669,OXALIPLATIN,PA1,-16.7400652568,1,909255.0,-16.7400652568,blind_cell_test
MK-8669,OXALIPLATIN,RKO,-3.7661255865,1,909698.0,-3.7661255865,train_dc
MK-8669,OXALIPLATIN,RPMI7951,8.139040647,1,910903.0,8.139040647,test_dc
MK-8669,OXALIPLATIN,RPMI7951,8.139040647,1,910903.0,8.139040647,mix_test
MK-8669,OXALIPLATIN,SKMEL30,14.4937249023,1,909726.0,14.4937249023,val_dc
MK-8669,OXALIPLATIN,SKMEL30,14.4937249023,1,909726.0,14.4937249023,mix_test
MK-8669,OXALIPLATIN,SKMES1,0.3729035405,1,909728.0,0.3729035405,train_dc
MK-8669,OXALIPLATIN,SK-OV-3,16.3591777008,1,905959.0,16.3591777008,train_dc
MK-8669,OXALIPLATIN,SW-620,3.9064869723,1,905962.0,3.9064869723,test_dc
MK-8669,OXALIPLATIN,SW-620,3.9064869723,1,905962.0,3.9064869723,blind_cell_test
MK-8669,OXALIPLATIN,SW837,6.6401394803,1,909755.0,6.6401394803,val_dc
MK-8669,OXALIPLATIN,SW837,6.6401394803,1,909755.0,6.6401394803,mix_test
MK-8669,OXALIPLATIN,T-47D,22.1099300194,1,905945.0,22.1099300194,train_dc
MK-8669,OXALIPLATIN,UACC62,-6.2828144843,1,905976.0,-6.2828144843,test_dc
MK-8669,OXALIPLATIN,UACC62,-6.2828144843,1,905976.0,-6.2828144843,mix_val
MK-8669,OXALIPLATIN,UWB1289BRCA1,0.4341912162,1,,,
MK-8669,OXALIPLATIN,UWB1289,14.3238315355,1,1480374.0,14.3238315355,test_dc
MK-8669,OXALIPLATIN,UWB1289,14.3238315355,1,1480374.0,14.3238315355,mix_test
MK-8669,OXALIPLATIN,VCAP,10.2946649675,1,1299075.0,10.2946649675,train_dc
MK-8669,OXALIPLATIN,ZR751,4.3776193888,1,,,
MK-8669,SN-38,A2058,13.356832591,3,906792.0,13.356832591,test_dc
MK-8669,SN-38,A2058,13.356832591,3,906792.0,13.356832591,blind_drug_test
MK-8669,SN-38,A2780,14.8438960151,3,906804.0,14.8438960151,test_dc
MK-8669,SN-38,A2780,14.8438960151,3,906804.0,14.8438960151,blind_drug_test
MK-8669,SN-38,A375,28.4333607631,3,906793.0,28.4333607631,val_dc
MK-8669,SN-38,A375,28.4333607631,3,906793.0,28.4333607631,blind_drug_test
MK-8669,SN-38,A427,17.3767108678,3,910851.0,17.3767108678,val_dc
MK-8669,SN-38,A427,17.3767108678,3,910851.0,17.3767108678,blind_drug_val
MK-8669,SN-38,CAOV3,9.9730142081,3,,,
MK-8669,SN-38,COLO320DM,3.3613601895,3,,,
MK-8669,SN-38,DLD1,1.8790219318,3,,,
MK-8669,SN-38,EFM192B,37.9077538194,3,,,
MK-8669,SN-38,ES2,10.7792923315,3,1240128.0,10.7792923315,val_dc
MK-8669,SN-38,ES2,10.7792923315,3,1240128.0,10.7792923315,blind_drug_val
MK-8669,SN-38,HCT116,-3.9733358132,3,905936.0,-3.9733358132,val_dc
MK-8669,SN-38,HCT116,-3.9733358132,3,905936.0,-3.9733358132,blind_drug_val
MK-8669,SN-38,HT144,26.9966234954,3,907067.0,26.9966234954,val_dc
MK-8669,SN-38,HT144,26.9966234954,3,907067.0,26.9966234954,blind_drug_val
MK-8669,SN-38,HT29,10.9154220682,3,,,
MK-8669,SN-38,KPL1,41.0109611131,3,,,
MK-8669,SN-38,LNCAP,-5.3408781481,3,907788.0,-5.3408781481,test_dc
MK-8669,SN-38,LNCAP,-5.3408781481,3,907788.0,-5.3408781481,blind_drug_test
MK-8669,SN-38,LOVO,-2.0298600887,3,907790.0,-2.0298600887,test_dc
MK-8669,SN-38,LOVO,-2.0298600887,3,907790.0,-2.0298600887,blind_drug_test
MK-8669,SN-38,MDAMB436,10.3172482287,3,1240172.0,10.3172482287,val_dc
MK-8669,SN-38,MDAMB436,10.3172482287,3,1240172.0,10.3172482287,blind_drug_test
MK-8669,SN-38,MSTO,41.1560826006,3,908152.0,41.1560826006,test_dc
MK-8669,SN-38,MSTO,41.1560826006,3,908152.0,41.1560826006,blind_drug_val
MK-8669,SN-38,NCIH1650,16.4803050131,3,687800.0,16.4803050131,val_dc
MK-8669,SN-38,NCIH1650,16.4803050131,3,687800.0,16.4803050131,blind_drug_val
MK-8669,SN-38,NCIH2122,7.5527798503,3,722046.0,7.5527798503,test_dc
MK-8669,SN-38,NCIH2122,7.5527798503,3,722046.0,7.5527798503,blind_drug_val
MK-8669,SN-38,NCIH23,6.2939536212,3,905942.0,6.2939536212,test_dc
MK-8669,SN-38,NCIH23,6.2939536212,3,905942.0,6.2939536212,blind_drug_val
MK-8669,SN-38,NCI-H460,1.9043422975,3,905943.0,1.9043422975,val_dc
MK-8669,SN-38,NCI-H460,1.9043422975,3,905943.0,1.9043422975,blind_drug_val
MK-8669,SN-38,NCIH520,4.8009040654,3,908443.0,4.8009040654,test_dc
MK-8669,SN-38,NCIH520,4.8009040654,3,908443.0,4.8009040654,blind_drug_test
MK-8669,SN-38,OCUBM,21.2929597078,3,909256.0,21.2929597078,val_dc
MK-8669,SN-38,OCUBM,21.2929597078,3,909256.0,21.2929597078,blind_drug_test
MK-8669,SN-38,OV90,11.055025806,3,1240197.0,11.055025806,val_dc
MK-8669,SN-38,OV90,11.055025806,3,1240197.0,11.055025806,blind_drug_val
MK-8669,SN-38,OVCAR3,28.6806388721,3,905933.0,28.6806388721,test_dc
MK-8669,SN-38,OVCAR3,28.6806388721,3,905933.0,28.6806388721,blind_drug_test
MK-8669,SN-38,PA1,6.8971952307,3,909255.0,6.8971952307,test_dc
MK-8669,SN-38,PA1,6.8971952307,3,909255.0,6.8971952307,blind_drug_test
MK-8669,SN-38,RKO,17.4106239274,3,909698.0,17.4106239274,test_dc
MK-8669,SN-38,RKO,17.4106239274,3,909698.0,17.4106239274,blind_drug_val
MK-8669,SN-38,RPMI7951,72.4546500172,3,910903.0,72.4546500172,val_dc
MK-8669,SN-38,RPMI7951,72.4546500172,3,910903.0,72.4546500172,blind_drug_test
MK-8669,SN-38,SKMEL30,25.3222603342,3,909726.0,25.3222603342,val_dc
MK-8669,SN-38,SKMEL30,25.3222603342,3,909726.0,25.3222603342,blind_drug_test
MK-8669,SN-38,SKMES1,14.4539940973,3,909728.0,14.4539940973,test_dc
MK-8669,SN-38,SKMES1,14.4539940973,3,909728.0,14.4539940973,blind_drug_test
MK-8669,SN-38,SK-OV-3,21.1086380133,3,905959.0,21.1086380133,test_dc
MK-8669,SN-38,SK-OV-3,21.1086380133,3,905959.0,21.1086380133,blind_drug_test
MK-8669,SN-38,SW-620,4.7140204839,3,905962.0,4.7140204839,test_dc
MK-8669,SN-38,SW-620,4.7140204839,3,905962.0,4.7140204839,blind_drug_test
MK-8669,SN-38,SW837,0.0133327224,3,909755.0,0.0133327224,test_dc
MK-8669,SN-38,SW837,0.0133327224,3,909755.0,0.0133327224,blind_drug_val
MK-8669,SN-38,T-47D,-23.0950580586,3,905945.0,-23.0950580586,val_dc
MK-8669,SN-38,T-47D,-23.0950580586,3,905945.0,-23.0950580586,blind_drug_test
MK-8669,SN-38,UACC62,16.1545729115,3,905976.0,16.1545729115,val_dc
MK-8669,SN-38,UACC62,16.1545729115,3,905976.0,16.1545729115,blind_drug_test
MK-8669,SN-38,UWB1289BRCA1,20.0674067158,3,,,
MK-8669,SN-38,UWB1289,5.7010529544,3,1480374.0,5.7010529544,val_dc
MK-8669,SN-38,UWB1289,5.7010529544,3,1480374.0,5.7010529544,blind_drug_test
MK-8669,SN-38,VCAP,28.2751087715,3,1299075.0,28.2751087715,test_dc
MK-8669,SN-38,VCAP,28.2751087715,3,1299075.0,28.2751087715,blind_drug_val
MK-8669,SN-38,ZR751,27.6571271414,3,,,
MK-8669,SORAFENIB,A2058,16.3623864142,4,906792.0,16.3623864142,train_dc
MK-8669,SORAFENIB,A2780,11.53972816,4,906804.0,11.53972816,train_dc
MK-8669,SORAFENIB,A375,15.9745587125,4,906793.0,15.9745587125,train_dc
MK-8669,SORAFENIB,A427,14.8855706903,4,910851.0,14.8855706903,train_dc
MK-8669,SORAFENIB,CAOV3,16.1135267298,4,,,
MK-8669,SORAFENIB,COLO320DM,9.5029716078,4,,,
MK-8669,SORAFENIB,DLD1,25.9497875001,4,,,
MK-8669,SORAFENIB,EFM192B,14.5320026378,4,,,
MK-8669,SORAFENIB,ES2,15.6755709467,4,1240128.0,15.6755709467,train_dc
MK-8669,SORAFENIB,HCT116,20.6351187212,4,905936.0,20.6351187212,train_dc
MK-8669,SORAFENIB,HT144,15.5001960848,4,907067.0,15.5001960848,train_dc
MK-8669,SORAFENIB,HT29,13.6123860533,4,,,
MK-8669,SORAFENIB,KPL1,7.15121608,4,,,
MK-8669,SORAFENIB,LNCAP,3.5957475328,4,907788.0,3.5957475328,val_dc
MK-8669,SORAFENIB,LNCAP,3.5957475328,4,907788.0,3.5957475328,mix_test
MK-8669,SORAFENIB,LOVO,7.1388850438,4,907790.0,7.1388850438,test_dc
MK-8669,SORAFENIB,LOVO,7.1388850438,4,907790.0,7.1388850438,blind_cell_test
MK-8669,SORAFENIB,MDAMB436,9.0007615478,4,1240172.0,9.0007615478,test_dc
MK-8669,SORAFENIB,MDAMB436,9.0007615478,4,1240172.0,9.0007615478,blind_cell_test
MK-8669,SORAFENIB,MSTO,-7.5985978005,4,908152.0,-7.5985978005,train_dc
MK-8669,SORAFENIB,NCIH1650,22.1596425273,4,687800.0,22.1596425273,train_dc
MK-8669,SORAFENIB,NCIH2122,14.4367476851,4,722046.0,14.4367476851,val_dc
MK-8669,SORAFENIB,NCIH2122,14.4367476851,4,722046.0,14.4367476851,mix_val
MK-8669,SORAFENIB,NCIH23,21.4886477911,4,905942.0,21.4886477911,val_dc
MK-8669,SORAFENIB,NCIH23,21.4886477911,4,905942.0,21.4886477911,blind_cell_test
MK-8669,SORAFENIB,NCI-H460,22.7019455298,4,905943.0,22.7019455298,val_dc
MK-8669,SORAFENIB,NCI-H460,22.7019455298,4,905943.0,22.7019455298,blind_cell_test
MK-8669,SORAFENIB,NCIH520,15.9738476823,4,908443.0,15.9738476823,train_dc
MK-8669,SORAFENIB,OCUBM,7.9109662777,4,909256.0,7.9109662777,val_dc
MK-8669,SORAFENIB,OCUBM,7.9109662777,4,909256.0,7.9109662777,blind_cell_test
MK-8669,SORAFENIB,OV90,14.7021298509,4,1240197.0,14.7021298509,test_dc
MK-8669,SORAFENIB,OV90,14.7021298509,4,1240197.0,14.7021298509,mix_test
MK-8669,SORAFENIB,OVCAR3,11.9941197808,4,905933.0,11.9941197808,train_dc
MK-8669,SORAFENIB,PA1,9.2035364682,4,909255.0,9.2035364682,val_dc
MK-8669,SORAFENIB,PA1,9.2035364682,4,909255.0,9.2035364682,blind_cell_test
MK-8669,SORAFENIB,RKO,19.646961277,4,909698.0,19.646961277,train_dc
MK-8669,SORAFENIB,RPMI7951,11.8113462083,4,910903.0,11.8113462083,test_dc
MK-8669,SORAFENIB,RPMI7951,11.8113462083,4,910903.0,11.8113462083,mix_test
MK-8669,SORAFENIB,SKMEL30,20.1468984103,4,909726.0,20.1468984103,val_dc
MK-8669,SORAFENIB,SKMEL30,20.1468984103,4,909726.0,20.1468984103,mix_test
MK-8669,SORAFENIB,SKMES1,30.0999480698,4,909728.0,30.0999480698,train_dc
MK-8669,SORAFENIB,SK-OV-3,29.7023720766,4,905959.0,29.7023720766,train_dc
MK-8669,SORAFENIB,SW-620,16.4067006189,4,905962.0,16.4067006189,test_dc
MK-8669,SORAFENIB,SW-620,16.4067006189,4,905962.0,16.4067006189,blind_cell_test
MK-8669,SORAFENIB,SW837,17.092547027,4,909755.0,17.092547027,train_dc
MK-8669,SORAFENIB,T-47D,9.0252503234,4,905945.0,9.0252503234,test_dc
MK-8669,SORAFENIB,T-47D,9.0252503234,4,905945.0,9.0252503234,mix_val
MK-8669,SORAFENIB,UACC62,13.6813003541,4,905976.0,13.6813003541,val_dc
MK-8669,SORAFENIB,UACC62,13.6813003541,4,905976.0,13.6813003541,mix_test
MK-8669,SORAFENIB,UWB1289BRCA1,16.3876999889,4,,,
MK-8669,SORAFENIB,UWB1289,14.3841092529,4,1480374.0,14.3841092529,train_dc
MK-8669,SORAFENIB,VCAP,18.8339614574,4,1299075.0,18.8339614574,train_dc
MK-8669,SORAFENIB,ZR751,-2.9052253855,4,,,
MK-8669,TOPOTECAN,A2058,-12.6679177751,2,906792.0,-12.6679177751,train_dc
MK-8669,TOPOTECAN,A2780,14.2436583405,2,906804.0,14.2436583405,train_dc
MK-8669,TOPOTECAN,A375,27.9212532693,2,906793.0,27.9212532693,train_dc
MK-8669,TOPOTECAN,A427,25.6532716793,2,910851.0,25.6532716793,train_dc
MK-8669,TOPOTECAN,CAOV3,16.1436803379,2,,,
MK-8669,TOPOTECAN,COLO320DM,8.3018820935,2,,,
MK-8669,TOPOTECAN,DLD1,18.8938288441,2,,,
MK-8669,TOPOTECAN,EFM192B,16.1533307302,2,,,
MK-8669,TOPOTECAN,ES2,12.5162948779,2,1240128.0,12.5162948779,test_dc
MK-8669,TOPOTECAN,ES2,12.5162948779,2,1240128.0,12.5162948779,mix_val
MK-8669,TOPOTECAN,HCT116,2.9442245854,2,905936.0,2.9442245854,train_dc
MK-8669,TOPOTECAN,HT144,33.4545118078,2,907067.0,33.4545118078,train_dc
MK-8669,TOPOTECAN,HT29,23.9505557499,2,,,
MK-8669,TOPOTECAN,KPL1,53.4017686637,2,,,
MK-8669,TOPOTECAN,LNCAP,-151.6624548378,2,907788.0,-151.6624548378,train_dc
MK-8669,TOPOTECAN,LOVO,18.6708997021,2,907790.0,18.6708997021,test_dc
