Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
DASATINIB,TOPOTECAN,LNCAP,907788,6.8413779693,urogenital_system,6.8413777,-9.943172,16.78455
SORAFENIB,PACLITAXEL,T-47D,905945,-17.7312539055,breast,-17.731255,-0.933485,16.79777
BORTEZOMIB,VINORELBINE,UWB1289,1480374,-4.8391228162,urogenital_system,-4.839123,-21.651783,16.81266
PACLITAXEL,BEZ-235,LOVO,907790,-0.1720087444,digestive_system,-0.17200874,16.65651,16.828518
ETOPOSIDE,DINACICLIB,VCAP,1299075,-7.2894453621,urogenital_system,-7.2894454,9.546564,16.83601
DASATINIB,VINBLASTINE,A2058,906792,41.6650810957,skin,41.66508,24.8278,16.83728
GELDANAMYCIN,GEMCITABINE,HCT116,905936,-25.4680306958,digestive_system,-25.46803,-8.623468,16.844563
MK-4541,ABT-888,UWB1289,1480374,12.4355066441,urogenital_system,12.435507,-4.445919,16.881426
SN-38,ZOLINZA,LNCAP,907788,32.8617912243,urogenital_system,32.86179,15.966849,16.89494
VINORELBINE,MRK-003,A375,906793,35.5263968922,skin,35.526398,18.61522,16.911179
ZOLINZA,ETOPOSIDE,RPMI7951,910903,7.4967516848,skin,7.496752,-9.421091,16.917843
MRK-003,MK-2206,LNCAP,907788,14.6221047772,urogenital_system,14.622105,-2.3152103,16.937315
AZD1775,ZOLINZA,SK-OV-3,905959,26.8856170247,urogenital_system,26.885616,9.908782,16.976833
DASATINIB,PD325901,MDAMB436,1240172,14.8575203797,breast,14.85752,31.839119,16.981598
DASATINIB,DEXAMETHASONE,SK-OV-3,905959,32.5124520974,urogenital_system,32.51245,15.522897,16.989555
MK-8776,OXALIPLATIN,A2058,906792,18.8156036485,skin,18.815603,1.8238161,16.991787
MK-8776,VINORELBINE,UACC62,905976,-22.1344182052,skin,-22.134418,-5.117174,17.017244
MK-2206,DASATINIB,UACC62,905976,55.6119410656,skin,55.611942,38.57191,17.040031
MK-8776,DASATINIB,HCT116,905936,28.5086887333,digestive_system,28.508688,11.467421,17.041267
MK-8669,TEMOZOLOMIDE,A375,906793,25.0239660104,skin,25.023966,7.9780126,17.045954
MITOMYCINE,ZOLINZA,RPMI7951,910903,8.2554408285,skin,8.255441,-8.793445,17.048885
BEZ-235,METFORMIN,MSTO,908152,-0.1661967835,lung,-0.16619678,16.904472,17.07067
MK-8776,PACLITAXEL,OCUBM,909256,-11.4508123495,breast,-11.450812,5.658169,17.108982
GELDANAMYCIN,BEZ-235,A2058,906792,34.5733358528,skin,34.573338,17.459995,17.113342
MK-2206,SN-38,RKO,909698,42.4949134859,digestive_system,42.494915,25.345833,17.149082
GELDANAMYCIN,GEMCITABINE,OVCAR3,905933,-20.3785155201,urogenital_system,-20.378515,-3.200891,17.177624
PACLITAXEL,ZOLINZA,NCIH23,905942,-25.8658195796,lung,-25.86582,-8.668884,17.196936
MK-2206,GELDANAMYCIN,A2058,906792,18.7923821606,skin,18.792381,1.5913334,17.201048
AZD1775,GELDANAMYCIN,SKMEL30,909726,19.3608627563,skin,19.360863,2.1365938,17.22427
ERLOTINIB,MK-4541,SK-OV-3,905959,9.2558389024,urogenital_system,9.255839,26.516628,17.260788
DEXAMETHASONE,DASATINIB,LNCAP,907788,-22.0247509191,urogenital_system,-22.024752,-4.746887,17.277864
L778123,PACLITAXEL,SKMES1,909728,28.0839236295,lung,28.083923,10.802694,17.281229
AZD1775,GELDANAMYCIN,NCIH23,905942,-19.3168936658,lung,-19.316895,-2.0211854,17.29571
SN-38,MK-5108,OVCAR3,905933,3.3415725136,urogenital_system,3.3415725,20.638237,17.296665
CYCLOPHOSPHAMIDE,DINACICLIB,MSTO,908152,20.7798024893,lung,20.779802,3.4383242,17.341478
SN-38,DINACICLIB,OVCAR3,905933,-6.2538318232,urogenital_system,-6.253832,11.091054,17.344887
BEZ-235,ABT-888,LNCAP,907788,78.7040828052,urogenital_system,78.70409,96.05981,17.35572
METHOTREXATE,BEZ-235,MDAMB436,1240172,-13.4833762542,breast,-13.4833765,3.8754792,17.358856
GELDANAMYCIN,PD325901,LOVO,907790,-14.4753840812,digestive_system,-14.475384,2.8929753,17.368359
MK-8669,ABT-888,SKMEL30,909726,-0.2658647526,skin,-0.26586476,17.107788,17.373653
DASATINIB,GELDANAMYCIN,SK-OV-3,905959,4.3729170951,urogenital_system,4.372917,-13.004637,17.377554
CARBOPLATIN,GELDANAMYCIN,UWB1289,1480374,5.7114022581,urogenital_system,5.7114024,-11.666291,17.377693
SN-38,MRK-003,VCAP,1299075,8.4167641543,urogenital_system,8.416764,25.820229,17.403465
DASATINIB,MK-4827,NCIH2122,722046,-48.853075973,lung,-48.853077,-31.442463,17.410614
ETOPOSIDE,ERLOTINIB,RKO,909698,26.0444465214,digestive_system,26.044447,8.622909,17.42154
GELDANAMYCIN,DINACICLIB,NCIH520,908443,7.0630165226,lung,7.0630164,-10.361466,17.424482
VINBLASTINE,ABT-888,NCIH1650,687800,-29.0083884994,lung,-29.008389,-11.551994,17.456394
SN-38,AZD1775,RKO,909698,-11.9820619118,digestive_system,-11.982062,5.474933,17.456995
VINBLASTINE,MK-8776,NCIH1650,687800,15.1462801452,lung,15.14628,-2.3264482,17.472729
TOPOTECAN,MK-2206,OV90,1240197,33.9854079248,urogenital_system,33.98541,16.486706,17.498703
TEMOZOLOMIDE,ERLOTINIB,UACC62,905976,28.7911501592,skin,28.791151,11.2735195,17.517632
CARBOPLATIN,MK-5108,OVCAR3,905933,-16.5189705898,urogenital_system,-16.51897,1.0001441,17.519115
PACLITAXEL,MK-2206,SK-OV-3,905959,41.9583459706,urogenital_system,41.958347,24.390991,17.567356
OXALIPLATIN,ABT-888,HT144,907067,-25.6565512646,skin,-25.656551,-8.080055,17.576496
SUNITINIB,LAPATINIB,LNCAP,907788,-17.7430231312,urogenital_system,-17.743023,-0.15742666,17.585596
MK-2206,MRK-003,LNCAP,907788,14.6221047772,urogenital_system,14.622105,-2.9676569,17.589762
TEMOZOLOMIDE,ERLOTINIB,RKO,909698,-14.2819913564,digestive_system,-14.281991,3.3114233,17.593414
SORAFENIB,MITOMYCINE,OVCAR3,905933,-46.6778058401,urogenital_system,-46.677807,-29.057945,17.619862
PD325901,VINORELBINE,MSTO,908152,26.293914549,lung,26.293915,8.667665,17.626251
MK-4827,ZOLINZA,SK-OV-3,905959,26.3489144234,urogenital_system,26.348915,8.716832,17.632084
MK-8669,L778123,A2058,906792,58.8758485289,skin,58.875847,41.23908,17.636768
METHOTREXATE,DINACICLIB,T-47D,905945,-25.3662138933,breast,-25.366215,-7.721652,17.644562
MITOMYCINE,SORAFENIB,A375,906793,-12.1363919987,skin,-12.136392,-29.80061,17.664219
SORAFENIB,SN-38,A375,906793,24.5449316259,skin,24.544931,6.8695083,17.675423
VINORELBINE,TEMOZOLOMIDE,HCT116,905936,-35.5239906623,digestive_system,-35.52399,-17.841125,17.682865
MK-4827,DOXORUBICIN,SK-OV-3,905959,-17.7392765339,urogenital_system,-17.739277,-0.050040126,17.689238
DOXORUBICIN,MK-4827,SK-OV-3,905959,-17.7392765339,urogenital_system,-17.739277,-0.04460466,17.694672
MK-5108,TOPOTECAN,A375,906793,14.1537282668,skin,14.1537285,-3.543481,17.69721
DINACICLIB,LAPATINIB,RPMI7951,910903,24.7612978906,skin,24.761297,7.063518,17.697779
MK-2206,CARBOPLATIN,VCAP,1299075,-4.8332497952,urogenital_system,-4.8332496,12.865822,17.699072
ERLOTINIB,DOXORUBICIN,T-47D,905945,23.9114139301,breast,23.911413,6.208063,17.70335
SN-38,MK-2206,RKO,909698,42.4949134859,digestive_system,42.494915,24.78632,17.708595
VINORELBINE,SUNITINIB,MSTO,908152,9.9936402555,lung,9.99364,-7.7151184,17.70876
TEMOZOLOMIDE,VINBLASTINE,NCIH1650,687800,-44.1530389342,lung,-44.153038,-26.434383,17.718655
MK-4827,VINORELBINE,LNCAP,907788,-7.5096916096,urogenital_system,-7.5096917,-25.251022,17.741331
GELDANAMYCIN,MK-8776,SKMES1,909728,-23.431713112,lung,-23.431713,-5.675215,17.756498
PD325901,MRK-003,HCT116,905936,-7.2292148543,digestive_system,-7.2292147,10.539975,17.76919
TEMOZOLOMIDE,ZOLINZA,OCUBM,909256,-7.8672124106,breast,-7.8672123,9.904556,17.771769
MK-4827,OXALIPLATIN,A2058,906792,17.4993954527,skin,17.499395,-0.27319154,17.772587
PACLITAXEL,MK-8669,HCT116,905936,-14.1666775639,digestive_system,-14.166677,3.6104035,17.77708
ZOLINZA,ERLOTINIB,NCIH23,905942,-17.0166438069,lung,-17.016644,0.7875844,17.804228
L778123,TOPOTECAN,MSTO,908152,7.9265943427,lung,7.9265943,-9.892945,17.81954
SUNITINIB,5-FU,MSTO,908152,-19.193372644,lung,-19.193373,-1.3730695,17.820303
MK-2206,PACLITAXEL,SK-OV-3,905959,41.9583459706,urogenital_system,41.958347,24.136562,17.821785
ERLOTINIB,ZOLINZA,OCUBM,909256,9.2343489285,breast,9.234349,-8.5900545,17.824404
AZD1775,TEMOZOLOMIDE,SKMES1,909728,30.4180086069,lung,30.418009,12.580664,17.837345
OXALIPLATIN,AZD1775,LNCAP,907788,10.6459785563,urogenital_system,10.645979,-7.206454,17.852432
AZD1775,ZOLINZA,MSTO,908152,20.8695847375,lung,20.869585,3.0017552,17.86783
MITOMYCINE,ERLOTINIB,UACC62,905976,-10.5852223062,skin,-10.585222,7.2985053,17.883728
ZOLINZA,ERLOTINIB,OCUBM,909256,9.2343489285,breast,9.234349,-8.658042,17.892391
DINACICLIB,METHOTREXATE,T-47D,905945,-25.3662138933,breast,-25.366215,-7.4726624,17.893553
SUNITINIB,VINORELBINE,MSTO,908152,9.9936402555,lung,9.99364,-7.9054294,17.899069
ABT-888,ZOLINZA,SK-OV-3,905959,25.5885239184,urogenital_system,25.588524,7.688442,17.900082
CARBOPLATIN,BORTEZOMIB,SKMEL30,909726,-1.4937476361,skin,-1.4937476,16.408005,17.901752
GELDANAMYCIN,TOPOTECAN,UWB1289,1480374,16.9610051366,urogenital_system,16.961004,-0.99214065,17.953144
AZD1775,METHOTREXATE,UWB1289,1480374,23.2980310309,urogenital_system,23.29803,5.3395905,17.95844
L778123,AZD1775,NCIH1650,687800,11.4934057479,lung,11.493405,-6.4862123,17.979618
GELDANAMYCIN,ETOPOSIDE,SW837,909755,17.1279716809,digestive_system,17.127972,-0.8818203,18.009792
LAPATINIB,VINBLASTINE,MDAMB436,1240172,-15.4181318733,breast,-15.418132,2.5951037,18.013235
MRK-003,VINORELBINE,A375,906793,35.5263968922,skin,35.526398,17.507809,18.018589
MK-4541,MK-2206,A375,906793,-14.1200179758,skin,-14.120018,3.9004521,18.02047
AZD1775,TEMOZOLOMIDE,SW837,909755,7.5730763887,digestive_system,7.5730762,-10.457664,18.030739
BORTEZOMIB,MK-2206,NCIH1650,687800,-18.0818732053,lung,-18.081873,-0.047698706,18.034174
BORTEZOMIB,MK-2206,VCAP,1299075,-13.7198860661,urogenital_system,-13.719886,4.315995,18.035881
LAPATINIB,MITOMYCINE,A2058,906792,23.3750507515,skin,23.375051,5.3325768,18.042475
TOPOTECAN,DASATINIB,LNCAP,907788,6.8413779693,urogenital_system,6.8413777,-11.222814,18.064192
LAPATINIB,DINACICLIB,RPMI7951,910903,24.7612978906,skin,24.761297,6.677586,18.083712
DINACICLIB,GELDANAMYCIN,NCIH520,908443,7.0630165226,lung,7.0630164,-11.028456,18.091473
MK-8669,SORAFENIB,SKMES1,909728,30.0999480698,lung,30.099949,11.968098,18.131851
MK-2206,MK-8776,RPMI7951,910903,-11.0793192499,skin,-11.079319,7.0589595,18.138279
LAPATINIB,DEXAMETHASONE,NCIH2122,722046,32.6939190724,lung,32.69392,14.554448,18.139473
ZOLINZA,TOPOTECAN,SK-OV-3,905959,26.9743282149,urogenital_system,26.974329,8.808859,18.16547
OXALIPLATIN,LAPATINIB,UACC62,905976,-25.9466596529,skin,-25.94666,-7.775448,18.171211
MK-8669,TEMOZOLOMIDE,RPMI7951,910903,35.8436953649,skin,35.843697,17.661942,18.181755
ETOPOSIDE,MRK-003,SW837,909755,28.3431875562,digestive_system,28.343187,10.140703,18.202484
MITOMYCINE,ZOLINZA,SK-OV-3,905959,25.5987795844,urogenital_system,25.59878,7.390528,18.208252
DASATINIB,AZD1775,SKMEL30,909726,12.6557121149,skin,12.655712,-5.5551095,18.210821
DEXAMETHASONE,MK-4827,OCUBM,909256,33.0190130832,breast,33.019012,14.803307,18.215706
MK-8776,MK-8669,NCIH520,908443,5.1815560992,lung,5.181556,23.399548,18.21799
MK-5108,ERLOTINIB,NCIH2122,722046,-1.527899187,lung,-1.5278991,16.694149,18.222048
OXALIPLATIN,TEMOZOLOMIDE,NCIH1650,687800,-27.5602605922,lung,-27.56026,-9.32551,18.23475
SORAFENIB,MK-8669,SKMES1,909728,30.0999480698,lung,30.099949,11.85287,18.247078
SN-38,MK-4827,NCIH23,905942,25.5437032544,lung,25.543703,7.2830186,18.260685
PD325901,L778123,HT144,907067,29.5766275426,skin,29.576628,11.312212,18.264416
BEZ-235,MK-4827,A2058,906792,0.5731306047,skin,0.5731306,18.840557,18.267426
ABT-888,TOPOTECAN,LOVO,907790,-20.5777476109,digestive_system,-20.577747,-2.276583,18.301165
DASATINIB,MRK-003,SK-OV-3,905959,1.9320859067,urogenital_system,1.9320859,20.247475,18.31539
METHOTREXATE,ABT-888,VCAP,1299075,4.6150027946,urogenital_system,4.6150026,-13.703761,18.318764
ZOLINZA,AZD1775,HCT116,905936,13.2586607445,digestive_system,13.25866,-5.063378,18.322039
MK-4827,BEZ-235,A2058,906792,0.5731306047,skin,0.5731306,18.923138,18.350006
MK-8776,DINACICLIB,OVCAR3,905933,-2.8979286071,urogenital_system,-2.8979287,15.474849,18.372778
DOXORUBICIN,MK-8776,UACC62,905976,1.1885185518,skin,1.1885185,19.56614,18.37762
ABT-888,METHOTREXATE,HCT116,905936,-21.6518337256,digestive_system,-21.651834,-3.2638912,18.387943
ZOLINZA,METHOTREXATE,UWB1289,1480374,-20.476941663,urogenital_system,-20.476942,-2.07299,18.403952
BORTEZOMIB,MK-4827,OVCAR3,905933,12.6320528333,urogenital_system,12.632052,-5.7732124,18.405266
DOXORUBICIN,SORAFENIB,OVCAR3,905933,-39.0014576899,urogenital_system,-39.001457,-20.587597,18.41386
PD325901,DASATINIB,RPMI7951,910903,39.037944279,skin,39.037945,20.593796,18.444149
DEXAMETHASONE,DASATINIB,RPMI7951,910903,-23.3016585736,skin,-23.301659,-4.8465962,18.455063
MK-2206,SUNITINIB,OCUBM,909256,-3.2934584484,breast,-3.2934585,15.170158,18.463617
MK-8669,SN-38,LNCAP,907788,-5.3408781481,urogenital_system,-5.340878,13.153247,18.494125
5-FU,BORTEZOMIB,NCIH520,908443,-24.0675509099,lung,-24.06755,-5.541931,18.52562
DOXORUBICIN,MK-4541,HCT116,905936,21.124600811,digestive_system,21.124601,2.5896413,18.53496
ERLOTINIB,MK-4541,VCAP,1299075,40.7376288539,urogenital_system,40.73763,22.176476,18.561153
BORTEZOMIB,CARBOPLATIN,UWB1289,1480374,-36.037574206,urogenital_system,-36.037575,-17.471325,18.56625
DEXAMETHASONE,PD325901,UWB1289,1480374,6.0562908727,urogenital_system,6.056291,24.627003,18.570711
DINACICLIB,TOPOTECAN,HT144,907067,9.842055344,skin,9.842055,-8.75416,18.596214
MITOMYCINE,MK-8669,HT144,907067,32.5901887428,skin,32.590187,13.971072,18.619114
CARBOPLATIN,BORTEZOMIB,UWB1289,1480374,-36.037574206,urogenital_system,-36.037575,-17.403461,18.634113
BEZ-235,GELDANAMYCIN,A2058,906792,34.5733358528,skin,34.573338,15.930319,18.643019
CARBOPLATIN,MRK-003,UWB1289,1480374,-22.9120329419,urogenital_system,-22.912033,-4.264952,18.647081
DINACICLIB,MK-8776,OVCAR3,905933,-2.8979286071,urogenital_system,-2.8979287,15.765328,18.663258
METHOTREXATE,ZOLINZA,UWB1289,1480374,-20.476941663,urogenital_system,-20.476942,-1.8104079,18.666534
METFORMIN,BEZ-235,MSTO,908152,-0.1661967835,lung,-0.16619678,18.503117,18.669313
LAPATINIB,PD325901,RKO,909698,30.0378614506,digestive_system,30.03786,11.36268,18.67518
DEXAMETHASONE,ERLOTINIB,UACC62,905976,-6.9191867407,skin,-6.9191866,11.772443,18.69163
MK-5108,ETOPOSIDE,A375,906793,14.9891270273,skin,14.989127,-3.712906,18.702034
TEMOZOLOMIDE,GELDANAMYCIN,NCIH1650,687800,-32.4226079542,lung,-32.422607,-13.705982,18.716625
ABT-888,VINBLASTINE,NCIH1650,687800,-29.0083884994,lung,-29.008389,-10.289635,18.718754
DEXAMETHASONE,DASATINIB,LOVO,907790,61.0139992683,digestive_system,61.014,42.294884,18.719116
ZOLINZA,LAPATINIB,OCUBM,909256,13.3760146544,breast,13.376015,-5.3562303,18.732244
DINACICLIB,SN-38,OVCAR3,905933,-6.2538318232,urogenital_system,-6.253832,12.490054,18.743885
LAPATINIB,VINBLASTINE,HCT116,905936,4.3813588793,digestive_system,4.381359,-14.36445,18.74581
VINORELBINE,BORTEZOMIB,UWB1289,1480374,-4.8391228162,urogenital_system,-4.839123,-23.600136,18.761013
TEMOZOLOMIDE,LAPATINIB,LNCAP,907788,2.744736338,urogenital_system,2.7447364,21.517834,18.773098
DASATINIB,MK-8776,HCT116,905936,28.5086887333,digestive_system,28.508688,9.71156,18.797127
TEMOZOLOMIDE,MK-8669,RPMI7951,910903,35.8436953649,skin,35.843697,17.029762,18.813934
METHOTREXATE,L778123,RPMI7951,910903,-10.5579111855,skin,-10.557911,8.260243,18.818153
MK-4541,BORTEZOMIB,T-47D,905945,-20.0338642256,breast,-20.033865,-1.2106847,18.823181
DINACICLIB,PACLITAXEL,RKO,909698,18.7500953367,digestive_system,18.750095,-0.07374486,18.823841
TOPOTECAN,DINACICLIB,HT144,907067,9.842055344,skin,9.842055,-8.982788,18.824844
DOXORUBICIN,ZOLINZA,SK-OV-3,905959,22.255819306,urogenital_system,22.25582,3.386454,18.869366
CYCLOPHOSPHAMIDE,MK-8669,SKMEL30,909726,34.488794379,skin,34.488796,15.585887,18.902908
MK-8776,TOPOTECAN,SW837,909755,13.1009082908,digestive_system,13.100908,-5.811849,18.912758
MK-4827,SN-38,SKMES1,909728,32.2449321113,lung,32.24493,13.332131,18.9128
MK-4541,DOXORUBICIN,HCT116,905936,21.124600811,digestive_system,21.124601,2.20367,18.92093
DASATINIB,MK-8669,SW837,909755,51.5572361649,digestive_system,51.557236,32.613472,18.943764
ETOPOSIDE,MK-2206,SKMEL30,909726,33.0495464089,skin,33.049545,14.101198,18.948347
MK-8776,DINACICLIB,T-47D,905945,-4.2080572095,breast,-4.2080574,-23.187557,18.9795
MK-2206,VINBLASTINE,MDAMB436,1240172,-13.8462105604,breast,-13.8462105,5.145761,18.991972
BORTEZOMIB,PACLITAXEL,VCAP,1299075,-28.4915181101,urogenital_system,-28.491518,-9.486084,19.005434
MK-4827,MK-8669,SW837,909755,17.1475873045,digestive_system,17.147587,-1.8624644,19.010052
PACLITAXEL,DASATINIB,NCIH520,908443,57.0736160448,lung,57.073616,38.056644,19.016972
LAPATINIB,ZOLINZA,OCUBM,909256,13.3760146544,breast,13.376015,-5.706652,19.082666
5-FU,MK-8776,NCIH1650,687800,17.7949088146,lung,17.794909,-1.2983756,19.093285
MK-8669,VINBLASTINE,A375,906793,6.2537470713,skin,6.253747,25.350964,19.097218
TEMOZOLOMIDE,MK-8669,SK-OV-3,905959,12.1359171993,urogenital_system,12.135918,-6.9782495,19.114166
METHOTREXATE,BEZ-235,A2058,906792,-38.0121296961,skin,-38.01213,-18.893608,19.118523
MK-8776,MK-2206,RPMI7951,910903,-11.0793192499,skin,-11.079319,8.041758,19.121077
MRK-003,SN-38,VCAP,1299075,8.4167641543,urogenital_system,8.416764,27.540005,19.123241
ZOLINZA,MK-4541,SW837,909755,23.4437745978,digestive_system,23.443775,4.303268,19.140507
MITOMYCINE,BEZ-235,T-47D,905945,113.4343620385,breast,113.434364,94.29309,19.141273
GEMCITABINE,MK-8776,LOVO,907790,25.4076422015,digestive_system,25.407642,6.251856,19.155787
DASATINIB,BEZ-235,NCIH1650,687800,63.5705615003,lung,63.57056,44.392727,19.177834
ZOLINZA,MK-4827,A375,906793,16.4801263501,skin,16.480125,-2.6994858,19.179611
MK-2206,DASATINIB,SW837,909755,72.993887244,digestive_system,72.99389,53.796806,19.197083
BORTEZOMIB,MK-4827,NCIH2122,722046,21.4552313145,lung,21.45523,2.2444038,19.210827
MK-4541,BEZ-235,OCUBM,909256,40.0226010196,breast,40.022602,20.798367,19.224236
BEZ-235,DINACICLIB,SK-OV-3,905959,-15.4779097444,urogenital_system,-15.47791,3.7624822,19.240393
VINBLASTINE,MK-8669,A375,906793,6.2537470713,skin,6.253747,25.535904,19.282158
5-FU,MK-8776,UWB1289,1480374,-7.7301677459,urogenital_system,-7.730168,11.564178,19.294346
L778123,PD325901,HT144,907067,29.5766275426,skin,29.576628,10.281706,19.294922
MRK-003,CARBOPLATIN,UWB1289,1480374,-22.9120329419,urogenital_system,-22.912033,-3.6155844,19.296448
ERLOTINIB,BORTEZOMIB,OCUBM,909256,3.6091384158,breast,3.6091385,-15.696229,19.305367
DASATINIB,MK-8669,VCAP,1299075,52.5198389514,urogenital_system,52.51984,33.197285,19.322556
PACLITAXEL,BORTEZOMIB,VCAP,1299075,-28.4915181101,urogenital_system,-28.491518,-9.160047,19.33147
MK-2206,MK-8776,SKMEL30,909726,11.0333576573,skin,11.033358,30.364902,19.331545
PACLITAXEL,DINACICLIB,RKO,909698,18.7500953367,digestive_system,18.750095,-0.59145164,19.341547
VINBLASTINE,LAPATINIB,MDAMB436,1240172,-15.4181318733,breast,-15.418132,3.952622,19.370754
MK-8669,DOXORUBICIN,LNCAP,907788,32.0819496769,urogenital_system,32.08195,12.641322,19.440628
MK-8776,MRK-003,SKMEL30,909726,38.4976165281,skin,38.497616,19.023235,19.47438
SN-38,MK-8669,LNCAP,907788,-5.3408781481,urogenital_system,-5.340878,14.141902,19.48278
PD325901,DEXAMETHASONE,UWB1289,1480374,6.0562908727,urogenital_system,6.056291,25.551876,19.495584
MK-8776,OXALIPLATIN,SKMEL30,909726,25.2045884331,skin,25.204588,5.698241,19.506348
VINORELBINE,PD325901,MSTO,908152,26.293914549,lung,26.293915,6.7784495,19.515465
MITOMYCINE,MK-5108,NCIH1650,687800,-24.5732652267,lung,-24.573265,-5.0320735,19.541191
SN-38,PD325901,A2058,906792,-6.3721332337,skin,-6.3721333,13.170184,19.542316
DASATINIB,BORTEZOMIB,OV90,1240197,-12.6798259617,urogenital_system,-12.679826,6.8824973,19.562323
5-FU,ERLOTINIB,OCUBM,909256,28.1444385648,breast,28.144438,8.552675,19.591763
MK-8776,5-FU,UWB1289,1480374,-7.7301677459,urogenital_system,-7.730168,11.879278,19.609446
VINBLASTINE,GELDANAMYCIN,NCIH2122,722046,-41.9865952563,lung,-41.986595,-22.361546,19.62505
BORTEZOMIB,ERLOTINIB,SW837,909755,29.4825849085,digestive_system,29.482584,9.856753,19.625832
MK-8669,MK-8776,HT144,907067,42.2723991507,skin,42.2724,22.639492,19.632908
MK-8776,ZOLINZA,HT144,907067,21.5019296281,skin,21.50193,1.8289044,19.673025
MK-4827,SN-38,NCIH23,905942,25.5437032544,lung,25.543703,5.865247,19.678455
SUNITINIB,PACLITAXEL,NCIH2122,722046,-11.4390014026,lung,-11.439001,-31.166798,19.727797
GELDANAMYCIN,MK-5108,OVCAR3,905933,-0.1814499839,urogenital_system,-0.18144998,-19.916164,19.734715
ZOLINZA,DINACICLIB,T-47D,905945,-16.9958330086,breast,-16.995832,2.7470088,19.742842
AZD1775,L778123,NCIH1650,687800,11.4934057479,lung,11.493405,-8.259888,19.753292
MRK-003,TOPOTECAN,A2058,906792,26.4779604506,skin,26.47796,6.7237053,19.754255
GELDANAMYCIN,DASATINIB,A375,906793,47.0725127553,skin,47.072514,27.305553,19.76696
BEZ-235,DASATINIB,NCIH1650,687800,63.5705615003,lung,63.57056,43.791885,19.778675
LAPATINIB,BORTEZOMIB,RKO,909698,20.1011815228,digestive_system,20.101181,0.32005358,19.781128
PD325901,SN-38,A2058,906792,-6.3721332337,skin,-6.3721333,13.410219,19.782352
DOXORUBICIN,MK-8776,OCUBM,909256,1.7740452682,breast,1.7740452,21.583553,19.809507
PD325901,MRK-003,MSTO,908152,17.3794450672,lung,17.379444,-2.4369826,19.816427
BEZ-235,VINBLASTINE,LNCAP,907788,11.9292719471,urogenital_system,11.929272,31.756786,19.827515
TOPOTECAN,MRK-003,A2058,906792,26.4779604506,skin,26.47796,6.6035137,19.874447
MRK-003,MK-8776,SKMEL30,909726,38.4976165281,skin,38.497616,18.598637,19.89898
MK-2206,MK-4541,A375,906793,-14.1200179758,skin,-14.120018,5.7974396,19.917458
ERLOTINIB,BORTEZOMIB,SW837,909755,29.4825849085,digestive_system,29.482584,9.559723,19.922861
ZOLINZA,SN-38,T-47D,905945,6.4388096914,breast,6.43881,26.388023,19.949213
MK-4827,DASATINIB,NCIH2122,722046,-48.853075973,lung,-48.853077,-28.897331,19.955746
TOPOTECAN,MK-2206,MSTO,908152,23.8116574471,lung,23.811657,3.8408957,19.97076
SORAFENIB,BORTEZOMIB,MSTO,908152,-20.9058906293,lung,-20.905891,-0.9049772,20.000914
BORTEZOMIB,DASATINIB,OV90,1240197,-12.6798259617,urogenital_system,-12.679826,7.3364367,20.016262
SUNITINIB,MK-4541,SW837,909755,-17.6464323477,digestive_system,-17.646433,2.390229,20.036661
VINORELBINE,ZOLINZA,SK-OV-3,905959,22.7417461563,urogenital_system,22.741747,2.7010756,20.040672
VINBLASTINE,MK-8776,NCIH23,905942,-21.1912668208,lung,-21.191267,-1.0789684,20.112299
PD325901,BEZ-235,RPMI7951,910903,46.5690469271,skin,46.569046,26.444145,20.1249
SORAFENIB,DASATINIB,MSTO,908152,-17.6473527625,lung,-17.647352,2.4949136,20.142265
VINORELBINE,PD325901,OV90,1240197,36.7717888864,urogenital_system,36.77179,16.61774,20.154049
OXALIPLATIN,LAPATINIB,NCIH23,905942,-25.8566134401,lung,-25.856613,-5.6982727,20.15834
5-FU,SUNITINIB,MSTO,908152,-19.193372644,lung,-19.193373,0.9742551,20.167627
TEMOZOLOMIDE,OXALIPLATIN,NCIH1650,687800,-27.5602605922,lung,-27.56026,-7.3848495,20.175411
BORTEZOMIB,PACLITAXEL,UWB1289,1480374,-46.6799124246,urogenital_system,-46.679913,-26.501694,20.178219
ZOLINZA,LAPATINIB,SW837,909755,26.8233050018,digestive_system,26.823305,6.644517,20.178787
MK-4541,METFORMIN,VCAP,1299075,17.6323062473,urogenital_system,17.632307,-2.5489893,20.181297
METFORMIN,MK-8776,OCUBM,909256,10.4609294533,breast,10.46093,-9.767231,20.22816
LAPATINIB,DINACICLIB,A375,906793,25.1835330848,skin,25.183533,4.928415,20.255117
ERLOTINIB,BEZ-235,MSTO,908152,40.7644727142,lung,40.764473,20.507824,20.256649
ETOPOSIDE,ERLOTINIB,NCIH520,908443,27.1848438964,lung,27.184843,6.918033,20.26681
DINACICLIB,CYCLOPHOSPHAMIDE,MSTO,908152,20.7798024893,lung,20.779802,0.5028966,20.276905
ABT-888,MK-4541,T-47D,905945,-16.1532543034,breast,-16.153254,4.139629,20.292883
VINORELBINE,DASATINIB,SK-OV-3,905959,25.0526886993,urogenital_system,25.052689,4.7291565,20.323532
MK-8669,DINACICLIB,SW837,909755,19.2648408256,digestive_system,19.264841,-1.0708646,20.335705
GEMCITABINE,MK-5108,OVCAR3,905933,5.1668048492,urogenital_system,5.166805,-15.18227,20.349075
