Drug1,Drug2,Cell line,Cosmic sample Id,synergy,Tissue,log_synergy,predict,abs_error
ABT-888,CARBOPLATIN,RPMI7951,910903,-12.8421296123,skin,-12.84213,7.9478374,20.789967
ABT-888,ERLOTINIB,LNCAP,907788,-23.8823541012,urogenital_system,-23.882355,-3.0913093,20.791046
ZOLINZA,CYCLOPHOSPHAMIDE,RKO,909698,23.6328810978,digestive_system,23.632881,2.830088,20.802794
SUNITINIB,DASATINIB,SKMEL30,909726,1.5703335061,skin,1.5703335,22.374865,20.804531
CARBOPLATIN,SORAFENIB,OVCAR3,905933,-35.3598095421,urogenital_system,-35.35981,-14.525148,20.834661
DASATINIB,VINORELBINE,OVCAR3,905933,20.780900008,urogenital_system,20.780901,-0.05861634,20.839518
BEZ-235,DASATINIB,RPMI7951,910903,39.4021229149,skin,39.402122,60.243816,20.841694
MK-5108,ABT-888,RKO,909698,32.2219277488,digestive_system,32.221928,11.379848,20.84208
MK-2206,GEMCITABINE,SKMES1,909728,-13.9315692718,lung,-13.931569,6.912054,20.843624
MK-4541,BEZ-235,MDAMB436,1240172,29.0803207603,breast,29.08032,49.926186,20.845865
CARBOPLATIN,LAPATINIB,OVCAR3,905933,21.0789869425,urogenital_system,21.078987,0.21001388,20.868973
MK-8669,SN-38,LNCAP,907788,-5.3408781481,urogenital_system,-5.340878,15.528612,20.86949
SORAFENIB,GELDANAMYCIN,MDAMB436,1240172,-17.5952520685,breast,-17.595253,3.2812498,20.876503
CARBOPLATIN,MK-8669,RKO,909698,35.5202613127,digestive_system,35.52026,14.623894,20.896366
MK-4827,VINORELBINE,NCIH1650,687800,-5.2707469472,lung,-5.270747,-26.177818,20.90707
CARBOPLATIN,DASATINIB,LNCAP,907788,-6.0613270695,urogenital_system,-6.061327,14.851619,20.912945
SUNITINIB,VINBLASTINE,LNCAP,907788,-19.4848664212,urogenital_system,-19.484867,1.4525049,20.937372
VINBLASTINE,MK-4541,RKO,909698,3.4084971259,digestive_system,3.408497,-17.537539,20.946035
SN-38,MK-2206,RKO,909698,42.4949134859,digestive_system,42.494915,21.547718,20.947197
MK-8776,TEMOZOLOMIDE,LNCAP,907788,18.6203181679,urogenital_system,18.620317,-2.3419397,20.962257
PACLITAXEL,L778123,OVCAR3,905933,-18.058881476,urogenital_system,-18.058882,2.9072213,20.966103
VINORELBINE,BORTEZOMIB,RKO,909698,-19.3851944284,digestive_system,-19.385195,-40.365288,20.980093
MRK-003,MK-4541,OVCAR3,905933,22.6079215852,urogenital_system,22.607922,1.6276984,20.980223
GELDANAMYCIN,METHOTREXATE,OVCAR3,905933,-39.0379570538,urogenital_system,-39.037956,-18.033165,21.004791
MK-4827,CYCLOPHOSPHAMIDE,OVCAR3,905933,22.9630872113,urogenital_system,22.963087,1.9367151,21.026371
OXALIPLATIN,MK-8669,RPMI7951,910903,8.139040647,skin,8.139041,-12.907918,21.046959
DASATINIB,MK-4827,RKO,909698,23.7353555987,digestive_system,23.735355,2.676213,21.059143
CYCLOPHOSPHAMIDE,BEZ-235,OVCAR3,905933,9.7033248381,urogenital_system,9.703325,30.764277,21.060951
VINBLASTINE,MK-8669,RKO,909698,16.9069843226,digestive_system,16.906984,-4.1639667,21.070951
ERLOTINIB,CARBOPLATIN,RPMI7951,910903,-9.1898000718,skin,-9.1898,11.887618,21.07742
BORTEZOMIB,MK-8776,SKMEL30,909726,-11.383926546,skin,-11.383926,-32.465614,21.081688
VINBLASTINE,SUNITINIB,RPMI7951,910903,-18.0288351506,skin,-18.028835,3.0642228,21.093058
DEXAMETHASONE,LAPATINIB,SKMES1,909728,15.5642517318,lung,15.564252,-5.5362587,21.10051
MRK-003,MK-4827,OVCAR3,905933,35.2236790497,urogenital_system,35.22368,14.104146,21.119534
L778123,MK-8669,RKO,909698,45.6577057979,digestive_system,45.657707,24.537697,21.12001
MK-4541,MK-2206,SKMES1,909728,23.0064763275,lung,23.006475,1.8662353,21.14024
MK-2206,ZOLINZA,LNCAP,907788,37.399525124,urogenital_system,37.399525,16.253452,21.146072
TOPOTECAN,DASATINIB,MDAMB436,1240172,-1.4636687007,breast,-1.4636687,19.694986,21.158655
MK-4827,DASATINIB,RKO,909698,23.7353555987,digestive_system,23.735355,2.5718164,21.16354
MK-2206,PD325901,NCIH1650,687800,-0.9591108186,lung,-0.9591108,20.20534,21.16445
BEZ-235,L778123,SKMES1,909728,31.1338252853,lung,31.133825,52.298565,21.16474
METHOTREXATE,DASATINIB,NCIH1650,687800,7.5396655107,lung,7.5396657,-13.648369,21.188034
SORAFENIB,CARBOPLATIN,OVCAR3,905933,-35.3598095421,urogenital_system,-35.35981,-14.168416,21.191395
MITOMYCINE,AZD1775,NCIH1650,687800,22.0386030458,lung,22.038603,0.8068458,21.231756
MRK-003,MK-4827,LNCAP,907788,-6.2462318464,urogenital_system,-6.246232,15.051493,21.297726
OXALIPLATIN,AZD1775,LNCAP,907788,10.6459785563,urogenital_system,10.645979,-10.661793,21.307772
ERLOTINIB,SORAFENIB,NCIH1650,687800,25.2103511031,lung,25.210352,3.8887272,21.321625
PD325901,ETOPOSIDE,OVCAR3,905933,28.5548755438,urogenital_system,28.554876,7.2198043,21.335072
GEMCITABINE,SORAFENIB,OVCAR3,905933,-31.3268482523,urogenital_system,-31.326849,-9.90754,21.419308
GELDANAMYCIN,TEMOZOLOMIDE,NCIH1650,687800,-32.4226079542,lung,-32.422607,-10.997948,21.42466
MRK-003,AZD1775,NCIH1650,687800,20.9926059229,lung,20.992605,-0.43689892,21.429504
TEMOZOLOMIDE,ZOLINZA,SKMEL30,909726,21.9297263393,skin,21.929726,0.48470667,21.445019
MK-2206,PD325901,OVCAR3,905933,34.1198792368,urogenital_system,34.11988,12.672289,21.447592
PACLITAXEL,DINACICLIB,SKMEL30,909726,12.5851977347,skin,12.585197,-8.863861,21.449059
TEMOZOLOMIDE,SN-38,OVCAR3,905933,4.7531217589,urogenital_system,4.753122,-16.757532,21.510654
VINBLASTINE,MK-8669,NCIH1650,687800,13.6943265524,lung,13.694326,-7.849108,21.543434
MK-4541,MK-5108,SKMEL30,909726,24.4496637581,skin,24.449663,2.9058638,21.5438
TEMOZOLOMIDE,GELDANAMYCIN,NCIH1650,687800,-32.4226079542,lung,-32.422607,-10.87817,21.544437
CYCLOPHOSPHAMIDE,ZOLINZA,RKO,909698,23.6328810978,digestive_system,23.632881,2.0792615,21.55362
TEMOZOLOMIDE,METHOTREXATE,SKMES1,909728,-32.460282556,lung,-32.46028,-10.832253,21.628029
MK-8669,VINBLASTINE,RKO,909698,16.9069843226,digestive_system,16.906984,-4.7253914,21.632376
MK-2206,PD325901,SKMES1,909728,33.982590278,lung,33.98259,12.332665,21.649925
MK-4827,ERLOTINIB,OVCAR3,905933,20.997830213,urogenital_system,20.99783,-0.66230404,21.660133
AZD1775,DEXAMETHASONE,RPMI7951,910903,-13.6262886306,skin,-13.626288,8.054673,21.680962
PACLITAXEL,ZOLINZA,RKO,909698,6.7640341459,digestive_system,6.7640343,-14.920207,21.684242
METHOTREXATE,PD325901,OVCAR3,905933,-27.6227504101,urogenital_system,-27.622751,-5.931826,21.690926
TOPOTECAN,TEMOZOLOMIDE,SKMEL30,909726,20.6515056039,skin,20.651506,-1.0429298,21.694437
GELDANAMYCIN,ABT-888,SKMEL30,909726,30.3418934313,skin,30.341894,8.625613,21.716282
OXALIPLATIN,BORTEZOMIB,RKO,909698,7.137994479,digestive_system,7.1379943,-14.588241,21.726234
ERLOTINIB,VINORELBINE,SKMES1,909728,37.3506501502,lung,37.35065,15.610364,21.740288
L778123,MK-8669,NCIH1650,687800,45.4759073372,lung,45.475906,23.725994,21.749912
ERLOTINIB,MK-4827,LNCAP,907788,-15.2269723813,urogenital_system,-15.226973,6.530232,21.757204
PD325901,METHOTREXATE,OVCAR3,905933,-27.6227504101,urogenital_system,-27.622751,-5.8085318,21.81422
BORTEZOMIB,MK-4827,SKMES1,909728,-13.014226774,lung,-13.014227,-34.88491,21.870684
TEMOZOLOMIDE,LAPATINIB,NCIH1650,687800,-25.7801070759,lung,-25.780107,-3.8740625,21.906044
CYCLOPHOSPHAMIDE,MK-2206,RKO,909698,27.2299106599,digestive_system,27.22991,5.300801,21.92911
L778123,DEXAMETHASONE,RPMI7951,910903,-13.3775862125,skin,-13.377586,8.576677,21.954264
BORTEZOMIB,CYCLOPHOSPHAMIDE,RKO,909698,28.3798591147,digestive_system,28.37986,6.389095,21.990765
TEMOZOLOMIDE,AZD1775,RPMI7951,910903,27.8874532292,skin,27.887453,5.8625755,22.024878
ZOLINZA,MK-2206,LNCAP,907788,37.399525124,urogenital_system,37.399525,15.372012,22.027512
TEMOZOLOMIDE,MK-8776,LNCAP,907788,18.6203181679,urogenital_system,18.620317,-3.425874,22.046192
CARBOPLATIN,BEZ-235,RPMI7951,910903,14.694595398,skin,14.694595,36.741726,22.04713
MK-2206,LAPATINIB,OVCAR3,905933,29.1238754715,urogenital_system,29.123875,7.0738807,22.049994
AZD1775,MITOMYCINE,NCIH1650,687800,22.0386030458,lung,22.038603,-0.06433123,22.102934
TOPOTECAN,DINACICLIB,NCIH1650,687800,-29.4536964703,lung,-29.453697,-7.306665,22.147032
BEZ-235,DASATINIB,RKO,909698,34.9504809788,digestive_system,34.95048,57.12543,22.17495
DOXORUBICIN,PD325901,SKMEL30,909726,-24.51115165,skin,-24.511152,-2.323267,22.187885
BORTEZOMIB,METFORMIN,NCIH1650,687800,-31.1325772108,lung,-31.132578,-8.918977,22.2136
ERLOTINIB,MK-4827,OVCAR3,905933,20.997830213,urogenital_system,20.99783,-1.2438678,22.241697
MK-4827,MK-2206,LNCAP,907788,-1.151403425,urogenital_system,-1.1514034,21.091593,22.242996
SORAFENIB,DOXORUBICIN,OVCAR3,905933,-39.0014576899,urogenital_system,-39.001457,-16.755915,22.245543
ABT-888,MK-4827,OVCAR3,905933,10.0254247712,urogenital_system,10.025425,-12.228809,22.254234
MK-4827,ABT-888,OVCAR3,905933,10.0254247712,urogenital_system,10.025425,-12.229007,22.254433
PACLITAXEL,GELDANAMYCIN,SKMES1,909728,0.6989195827,lung,0.6989196,-21.562239,22.261158
PACLITAXEL,ABT-888,SKMES1,909728,19.4007331691,lung,19.400734,-2.870983,22.271717
MK-4541,MK-5108,LNCAP,907788,-20.5440262813,urogenital_system,-20.544025,1.7830437,22.327068
ZOLINZA,PACLITAXEL,RKO,909698,6.7640341459,digestive_system,6.7640343,-15.565237,22.329271
DINACICLIB,MK-8669,RKO,909698,26.287220537,digestive_system,26.28722,3.9257379,22.361483
DASATINIB,DEXAMETHASONE,LNCAP,907788,-22.0247509191,urogenital_system,-22.024752,0.34422138,22.368973
DINACICLIB,ETOPOSIDE,LNCAP,907788,16.9929868687,urogenital_system,16.992987,-5.392415,22.385403
MK-8669,BORTEZOMIB,RPMI7951,910903,9.2056138773,skin,9.205614,-13.182286,22.387901
ERLOTINIB,SUNITINIB,LNCAP,907788,-5.8371675739,urogenital_system,-5.8371677,16.563562,22.40073
ETOPOSIDE,BORTEZOMIB,LNCAP,907788,2.1723673534,urogenital_system,2.1723673,-20.229218,22.401585
LAPATINIB,TEMOZOLOMIDE,SKMEL30,909726,23.5185447986,skin,23.518545,1.1153808,22.403164
MK-2206,ERLOTINIB,NCIH1650,687800,53.9025872043,lung,53.902588,31.497385,22.405203
ABT-888,PACLITAXEL,SKMES1,909728,19.4007331691,lung,19.400734,-3.0066907,22.407425
ABT-888,TEMOZOLOMIDE,SKMES1,909728,22.8941543208,lung,22.894154,0.45505014,22.439104
TEMOZOLOMIDE,OXALIPLATIN,SKMEL30,909726,13.4658801954,skin,13.46588,-8.997679,22.463558
SORAFENIB,GEMCITABINE,OVCAR3,905933,-31.3268482523,urogenital_system,-31.326849,-8.851042,22.475807
ETOPOSIDE,DINACICLIB,LNCAP,907788,16.9929868687,urogenital_system,16.992987,-5.51216,22.505146
MRK-003,DEXAMETHASONE,RPMI7951,910903,-19.4869087033,skin,-19.486908,3.0340474,22.520956
DEXAMETHASONE,L778123,SKMEL30,909726,27.619921493,skin,27.61992,5.072362,22.547558
MK-8776,TEMOZOLOMIDE,RPMI7951,910903,21.9679154614,skin,21.967915,-0.59878874,22.566704
SORAFENIB,DASATINIB,SKMES1,909728,-5.1905806644,lung,-5.190581,17.381302,22.571882
MK-4541,VINBLASTINE,RKO,909698,3.4084971259,digestive_system,3.408497,-19.181623,22.59012
SUNITINIB,ERLOTINIB,LNCAP,907788,-5.8371675739,urogenital_system,-5.8371677,16.757574,22.594742
PACLITAXEL,BEZ-235,OVCAR3,905933,-20.2495153538,urogenital_system,-20.249516,2.3752298,22.624744
MK-8669,VINORELBINE,SKMEL30,909726,29.3198646719,skin,29.319864,6.690777,22.629087
PD325901,VINORELBINE,SKMEL30,909726,9.1253365891,skin,9.125337,-13.51071,22.636047
VINORELBINE,MK-2206,OVCAR3,905933,-16.1284522244,urogenital_system,-16.128452,6.521585,22.650038
BORTEZOMIB,DASATINIB,SKMES1,909728,-10.1548519166,lung,-10.154852,-32.8057,22.650846
VINORELBINE,MK-5108,LNCAP,907788,6.283721838,urogenital_system,6.283722,-16.385065,22.668787
METFORMIN,BEZ-235,RKO,909698,-0.1051931493,digestive_system,-0.10519315,22.56771,22.672905
DEXAMETHASONE,L778123,RPMI7951,910903,-13.3775862125,skin,-13.377586,9.299042,22.676628
PD325901,METFORMIN,OVCAR3,905933,16.044246197,urogenital_system,16.044247,-6.6394815,22.683727
ABT-888,GELDANAMYCIN,SKMEL30,909726,30.3418934313,skin,30.341894,7.653734,22.68816
MK-8776,L778123,OVCAR3,905933,-20.1389475592,urogenital_system,-20.138948,2.5573554,22.696304
CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,NCIH1650,687800,-27.4583988999,lung,-27.458399,-4.761167,22.697231
SN-38,MK-4827,LNCAP,907788,6.5268165003,urogenital_system,6.5268164,29.227785,22.70097
CYCLOPHOSPHAMIDE,MRK-003,LNCAP,907788,-24.1166508601,urogenital_system,-24.116652,-1.4037803,22.712872
MK-8669,CARBOPLATIN,RKO,909698,35.5202613127,digestive_system,35.52026,12.806105,22.714155
LAPATINIB,TEMOZOLOMIDE,OVCAR3,905933,22.7341204354,urogenital_system,22.734121,0.017653488,22.716467
LAPATINIB,GEMCITABINE,SKMES1,909728,-26.9290906961,lung,-26.92909,-4.1928945,22.736197
MK-8669,BORTEZOMIB,SKMEL30,909726,9.2841125869,skin,9.284113,-13.473342,22.757454
PACLITAXEL,BEZ-235,RPMI7951,910903,-2.7193179775,skin,-2.719318,20.068045,22.787363
AZD1775,MRK-003,NCIH1650,687800,20.9926059229,lung,20.992605,-1.8003078,22.792913
DEXAMETHASONE,AZD1775,RPMI7951,910903,-13.6262886306,skin,-13.626288,9.173152,22.79944
DINACICLIB,PD325901,RKO,909698,19.1258095167,digestive_system,19.125809,-3.6854894,22.811298
PD325901,DINACICLIB,RKO,909698,19.1258095167,digestive_system,19.125809,-3.6979575,22.823767
MK-8669,MK-2206,SKMES1,909728,50.5504486355,lung,50.55045,27.680725,22.869724
BORTEZOMIB,PD325901,LNCAP,907788,15.6066885734,urogenital_system,15.6066885,-7.269939,22.876627
DASATINIB,MK-2206,RPMI7951,910903,24.3810962309,skin,24.381096,47.259865,22.878769
SN-38,AZD1775,NCIH1650,687800,21.2251284305,lung,21.225128,-1.6636784,22.888807
DASATINIB,SN-38,NCIH1650,687800,35.8039923517,lung,35.803993,12.900264,22.903728
MK-4541,BEZ-235,RKO,909698,8.861275191,digestive_system,8.861275,31.822222,22.960947
BEZ-235,TEMOZOLOMIDE,RKO,909698,-11.942205801,digestive_system,-11.942205,11.049328,22.991533
MK-8776,VINBLASTINE,RPMI7951,910903,-28.9042643077,skin,-28.904264,-5.9113474,22.992916
MK-4827,SN-38,LNCAP,907788,6.5268165003,urogenital_system,6.5268164,29.539072,23.012257
LAPATINIB,BORTEZOMIB,LNCAP,907788,16.4710768127,urogenital_system,16.471077,-6.555796,23.026873
DINACICLIB,PACLITAXEL,SKMEL30,909726,12.5851977347,skin,12.585197,-10.507154,23.092352
MK-8669,VINORELBINE,RKO,909698,19.5978604572,digestive_system,19.59786,-3.5250533,23.122913
BEZ-235,PACLITAXEL,OVCAR3,905933,-20.2495153538,urogenital_system,-20.249516,2.8861625,23.135677
ETOPOSIDE,MK-8669,MDAMB436,1240172,32.3738993505,breast,32.373898,9.234396,23.139502
MRK-003,CYCLOPHOSPHAMIDE,LNCAP,907788,-24.1166508601,urogenital_system,-24.116652,-0.9732504,23.143402
MK-8776,PACLITAXEL,NCIH1650,687800,4.1709839111,lung,4.170984,-18.997293,23.168278
PD325901,GEMCITABINE,SKMES1,909728,-18.7866861925,lung,-18.786686,4.3878913,23.174578
OXALIPLATIN,MK-8669,NCIH1650,687800,9.2528606163,lung,9.252861,-13.954253,23.207115
OXALIPLATIN,TEMOZOLOMIDE,SKMEL30,909726,13.4658801954,skin,13.46588,-9.742927,23.208807
DEXAMETHASONE,DASATINIB,LNCAP,907788,-22.0247509191,urogenital_system,-22.024752,1.2195678,23.24432
5-FU,PD325901,OVCAR3,905933,24.6866031908,urogenital_system,24.686604,1.4323736,23.25423
ERLOTINIB,BEZ-235,SKMES1,909728,40.1043698548,lung,40.10437,63.359474,23.255104
GEMCITABINE,ZOLINZA,NCIH1650,687800,-22.2857584307,lung,-22.285759,0.98566484,23.271423
VINBLASTINE,ERLOTINIB,RPMI7951,910903,19.3946592486,skin,19.394659,42.679234,23.284575
DOXORUBICIN,MK-2206,NCIH1650,687800,26.8865769633,lung,26.886578,3.5901515,23.296427
AZD1775,BEZ-235,NCIH1650,687800,27.7711038056,lung,27.771103,4.471705,23.299398
PACLITAXEL,MK-8776,SKMEL30,909726,26.8330435693,skin,26.833044,3.5289307,23.304113
AZD1775,SN-38,NCIH1650,687800,21.2251284305,lung,21.225128,-2.0920353,23.317163
SORAFENIB,MK-8776,OVCAR3,905933,-26.1210277095,urogenital_system,-26.121027,-2.799433,23.321594
PACLITAXEL,L778123,SKMES1,909728,28.0839236295,lung,28.083923,4.7265897,23.357334
BORTEZOMIB,ETOPOSIDE,LNCAP,907788,2.1723673534,urogenital_system,2.1723673,-21.20534,23.377707
BEZ-235,MK-8669,LNCAP,907788,139.6131195494,urogenital_system,139.61311,116.227905,23.385208
L778123,DASATINIB,SKMEL30,909726,-5.0808225584,skin,-5.0808225,18.311266,23.392088
GELDANAMYCIN,MRK-003,SKMES1,909728,14.6275637101,lung,14.627563,-8.772076,23.39964
SN-38,BORTEZOMIB,RKO,909698,15.1714593102,digestive_system,15.171459,-8.246198,23.417656
5-FU,MK-5108,LNCAP,907788,-20.6434715032,urogenital_system,-20.64347,2.804538,23.44801
MRK-003,MK-2206,OVCAR3,905933,33.8654327427,urogenital_system,33.865433,10.411782,23.453651
TEMOZOLOMIDE,GELDANAMYCIN,LNCAP,907788,16.0239699337,urogenital_system,16.02397,-7.4378633,23.461834
BEZ-235,DOXORUBICIN,SKMEL30,909726,-4.4675036949,skin,-4.4675035,19.002287,23.469791
DINACICLIB,VINBLASTINE,RKO,909698,-0.017717894,digestive_system,-0.017717894,-23.493208,23.47549
MK-2206,MK-8669,SKMES1,909728,50.5504486355,lung,50.55045,27.07468,23.475769
PD325901,MK-2206,SKMES1,909728,33.982590278,lung,33.98259,10.480886,23.501703
DEXAMETHASONE,MRK-003,RPMI7951,910903,-19.4869087033,skin,-19.486908,4.0182776,23.505186
DEXAMETHASONE,PD325901,SKMEL30,909726,25.2396636611,skin,25.239664,1.7233644,23.5163
DOXORUBICIN,BORTEZOMIB,LNCAP,907788,5.7662551344,urogenital_system,5.766255,-17.7752,23.541454
MK-8776,SORAFENIB,SKMES1,909728,-18.3965751193,lung,-18.396576,5.1465316,23.543108
AZD1775,MK-8776,SKMEL30,909726,64.5171171633,skin,64.51712,40.97113,23.54599
ETOPOSIDE,GELDANAMYCIN,NCIH1650,687800,17.2456161903,lung,17.245617,-6.310517,23.556133
MK-5108,CARBOPLATIN,RKO,909698,29.1104554442,digestive_system,29.110455,5.512564,23.59789
GEMCITABINE,PD325901,SKMES1,909728,-18.7866861925,lung,-18.786686,4.8664336,23.65312
MK-2206,MK-4827,LNCAP,907788,-1.151403425,urogenital_system,-1.1514034,22.52188,23.673283
PD325901,MK-2206,OVCAR3,905933,34.1198792368,urogenital_system,34.11988,10.444652,23.675228
MK-5108,MK-4541,LNCAP,907788,-20.5440262813,urogenital_system,-20.544025,3.1497126,23.693737
PD325901,DINACICLIB,SKMES1,909728,-25.4146115112,lung,-25.414612,-1.6992193,23.715393
TEMOZOLOMIDE,MRK-003,RPMI7951,910903,29.194312618,skin,29.194313,5.476596,23.717716
MITOMYCINE,MK-2206,RKO,909698,22.2146215831,digestive_system,22.214622,-1.5761073,23.79073
VINBLASTINE,MK-4827,NCIH1650,687800,7.7031869024,lung,7.703187,-16.097652,23.800838
ABT-888,MK-5108,RKO,909698,32.2219277488,digestive_system,32.221928,8.404604,23.817324
PD325901,CARBOPLATIN,SKMES1,909728,-32.529721901,lung,-32.52972,-8.7101145,23.819607
GELDANAMYCIN,MK-8776,SKMEL30,909726,37.1610699565,skin,37.16107,13.335243,23.825829
DASATINIB,METHOTREXATE,SKMEL30,909726,-31.2384148314,skin,-31.238415,-7.3645062,23.873909
ZOLINZA,MITOMYCINE,LNCAP,907788,31.8665031253,urogenital_system,31.866503,7.976707,23.889795
PD325901,TEMOZOLOMIDE,RPMI7951,910903,21.9044843701,skin,21.904484,-2.0000196,23.904503
TEMOZOLOMIDE,LAPATINIB,OVCAR3,905933,22.7341204354,urogenital_system,22.734121,-1.1825273,23.916649
MK-4827,METHOTREXATE,LNCAP,907788,-30.029246284,urogenital_system,-30.029245,-6.1113143,23.91793
DASATINIB,TEMOZOLOMIDE,RKO,909698,-31.061418378,digestive_system,-31.061419,-7.082708,23.97871
MK-2206,DASATINIB,RPMI7951,910903,24.3810962309,skin,24.381096,48.36549,23.984394
MK-8669,OXALIPLATIN,NCIH1650,687800,9.2528606163,lung,9.252861,-14.736793,23.989655
BEZ-235,MK-8669,RPMI7951,910903,75.2988228809,skin,75.29882,99.30565,24.006828
MK-8776,DASATINIB,SKMEL30,909726,13.078695598,skin,13.078695,37.093338,24.014643
MK-4827,VINBLASTINE,NCIH1650,687800,7.7031869024,lung,7.703187,-16.31397,24.017159
MK-2206,METHOTREXATE,SKMEL30,909726,25.234596928,skin,25.234596,1.2165519,24.018044
PD325901,DEXAMETHASONE,SKMEL30,909726,25.2396636611,skin,25.239664,1.1619344,24.07773
DEXAMETHASONE,MK-4827,LNCAP,907788,-24.7027058738,urogenital_system,-24.702705,-0.59501326,24.107693
BORTEZOMIB,LAPATINIB,LNCAP,907788,16.4710768127,urogenital_system,16.471077,-7.667701,24.138779
MK-2206,VINORELBINE,OVCAR3,905933,-16.1284522244,urogenital_system,-16.128452,8.016186,24.144638
DASATINIB,CARBOPLATIN,LNCAP,907788,-6.0613270695,urogenital_system,-6.061327,18.099796,24.161123
MK-2206,MK-4541,SKMES1,909728,23.0064763275,lung,23.006475,-1.1720353,24.17851
CYCLOPHOSPHAMIDE,BEZ-235,MDAMB436,1240172,19.4657928346,breast,19.465794,43.64438,24.178585
METHOTREXATE,MK-4827,LNCAP,907788,-30.029246284,urogenital_system,-30.029245,-5.846908,24.182337
AZD1775,CARBOPLATIN,NCIH1650,687800,20.6054328456,lung,20.605433,-3.5784323,24.183865
TEMOZOLOMIDE,CYCLOPHOSPHAMIDE,NCIH1650,687800,-27.4583988999,lung,-27.458399,-3.2734413,24.184958
BORTEZOMIB,CYCLOPHOSPHAMIDE,NCIH1650,687800,-14.4754486345,lung,-14.475449,9.730047,24.205496
GEMCITABINE,MK-8669,SKMES1,909728,-19.3526648683,lung,-19.352665,4.897768,24.250433
GELDANAMYCIN,BEZ-235,MDAMB436,1240172,23.2990180248,breast,23.299019,47.5567,24.257683
SN-38,BORTEZOMIB,OVCAR3,905933,14.5864766634,urogenital_system,14.586476,-9.707264,24.29374
LAPATINIB,L778123,OVCAR3,905933,-10.819882308,urogenital_system,-10.819882,13.49543,24.315311
L778123,PACLITAXEL,SKMES1,909728,28.0839236295,lung,28.083923,3.7674913,24.316433
LAPATINIB,MK-4541,LNCAP,907788,28.1961721465,urogenital_system,28.196173,3.8650465,24.331127
ERLOTINIB,MK-2206,NCIH1650,687800,53.9025872043,lung,53.902588,29.566248,24.33634
BORTEZOMIB,VINORELBINE,SKMES1,909728,-24.4635291699,lung,-24.46353,-48.814217,24.350687
VINORELBINE,MK-8669,RKO,909698,19.5978604572,digestive_system,19.59786,-4.8015656,24.399426
DASATINIB,SN-38,SKMES1,909728,5.949383929,lung,5.9493837,30.388094,24.43871
SUNITINIB,OXALIPLATIN,RPMI7951,910903,-30.9523677445,skin,-30.952368,-6.495584,24.456783
MK-4541,ERLOTINIB,RKO,909698,-20.2299478111,digestive_system,-20.229948,4.2388344,24.468782
MK-4827,ERLOTINIB,LNCAP,907788,-15.2269723813,urogenital_system,-15.226973,9.258376,24.485348
ETOPOSIDE,MK-2206,SKMES1,909728,44.4587177352,lung,44.458717,19.958527,24.50019
L778123,LAPATINIB,OVCAR3,905933,-10.819882308,urogenital_system,-10.819882,13.701102,24.520985
TEMOZOLOMIDE,MK-8776,RPMI7951,910903,21.9679154614,skin,21.967915,-2.5637982,24.531713
MITOMYCINE,ZOLINZA,LNCAP,907788,31.8665031253,urogenital_system,31.866503,7.309426,24.557077
MK-5108,5-FU,LNCAP,907788,-20.6434715032,urogenital_system,-20.64347,3.9584446,24.601915
DASATINIB,BEZ-235,RKO,909698,34.9504809788,digestive_system,34.95048,59.556206,24.605724
VINBLASTINE,MK-8776,RPMI7951,910903,-28.9042643077,skin,-28.904264,-4.2864904,24.617775
GELDANAMYCIN,TEMOZOLOMIDE,LNCAP,907788,16.0239699337,urogenital_system,16.02397,-8.640997,24.664967
GEMCITABINE,MK-2206,SKMES1,909728,-13.9315692718,lung,-13.931569,10.741856,24.673424
ETOPOSIDE,GELDANAMYCIN,SKMEL30,909726,32.84665347,skin,32.846653,8.11451,24.732143
DINACICLIB,PD325901,SKMES1,909728,-25.4146115112,lung,-25.414612,-0.6687921,24.74582
VINORELBINE,MK-8669,SKMEL30,909726,29.3198646719,skin,29.319864,4.5319204,24.787945
CARBOPLATIN,ERLOTINIB,RPMI7951,910903,-9.1898000718,skin,-9.1898,15.61859,24.808392
DASATINIB,L778123,SKMEL30,909726,-5.0808225584,skin,-5.0808225,19.761288,24.84211
GELDANAMYCIN,DASATINIB,SKMEL30,909726,-22.0573328409,skin,-22.057333,2.8258262,24.88316
METFORMIN,DASATINIB,SKMEL30,909726,-24.7258641636,skin,-24.725864,0.23900825,24.964872
MK-4827,MRK-003,OVCAR3,905933,35.2236790497,urogenital_system,35.22368,10.250877,24.972801
PD325901,BORTEZOMIB,LNCAP,907788,15.6066885734,urogenital_system,15.6066885,-9.442578,25.049267
ERLOTINIB,PD325901,SKMES1,909728,26.8547976499,lung,26.854797,1.7978705,25.056927
BORTEZOMIB,DOXORUBICIN,LNCAP,907788,5.7662551344,urogenital_system,5.766255,-19.310549,25.076803
TEMOZOLOMIDE,MK-8669,LNCAP,907788,33.0033346103,urogenital_system,33.003334,7.9121695,25.091164
PD325901,DOXORUBICIN,SKMEL30,909726,-24.51115165,skin,-24.511152,0.5892091,25.10036
VINORELBINE,ERLOTINIB,SKMES1,909728,37.3506501502,lung,37.35065,12.22546,25.12519
DASATINIB,SUNITINIB,SKMEL30,909726,1.5703335061,skin,1.5703335,26.714005,25.143671
MK-5108,VINORELBINE,LNCAP,907788,6.283721838,urogenital_system,6.283722,-18.90599,25.189713
