Drug1,Drug2,Cell line,ID,ZIP,Bliss,Loewe,HSA
VINORELBINE,PD325901,NCIH1650,41046.5,-3.0300000000000002,-3.7775,-6.585,-1.585
VINORELBINE,PD325901,NCIH2122,43378.5,-0.385,-1.7000000000000002,-3.795,0.49750000000000005
VINORELBINE,PD325901,NCIH23,45546.5,-22.880000000000003,-57.505,-54.85,-53.4075
VINORELBINE,PD325901,NCIH520,50194.5,-0.395,-5.34,-35.145,-6.81
VINORELBINE,PD325901,OCUBM,52526.5,4.3275,1.9700000000000002,-22.790000000000003,2.45
VINORELBINE,PD325901,OV90,54858.5,0.4724999999999999,-1.3925,1.7525,5.08
VINORELBINE,PD325901,OVCAR3,57190.5,-0.10750000000000004,0.6775,-0.29500000000000004,1.385
VINORELBINE,PD325901,PA1,59522.5,-1.5675,-0.9325,0.34750000000000003,1.5225
VINORELBINE,PD325901,RKO,61854.5,-0.6375,-2.625,-0.4275,2.5425
VINORELBINE,PD325901,RPMI7951,64114.5,-0.3275,-1.5475,-1.4075,2.6075
VINORELBINE,PD325901,SK-OV-3,71106.5,-0.52,-2.63,-4.4275,0.6500000000000001
VINORELBINE,PD325901,SKMEL30,66442.5,-1.5575,-2.5925000000000002,0.41750000000000004,2.9675000000000002
VINORELBINE,PD325901,SKMES1,68774.5,-5.8175,-9.66,-8.365,-3.5825
VINORELBINE,PD325901,SW-620,73438.5,-2.38,-4.005000000000001,2.56,4.3475
VINORELBINE,PD325901,SW837,75770.5,-7.385,-8.8525,-3.42,-1.4325
VINORELBINE,PD325901,T-47D,77882.5,-1.7724999999999997,-4.58,-16.1,-2.9400000000000004
VINORELBINE,PD325901,UACC62,80206.5,-4.515000000000001,-5.825,1.6325000000000003,3.8825000000000003
VINORELBINE,PD325901,UWB1289,82538.5,0.05250000000000002,0.5075,-0.7325,3.035
VINORELBINE,PD325901,VCAP,87202.5,2.865,-0.6175,-35.065000000000005,-1.2675
VINORELBINE,SORAFENIB,A2058,2230.5,5.005,1.4874999999999998,-4.33,1.8775000000000002
VINORELBINE,SORAFENIB,A2780,4538.5,1.69,1.78,-0.6025,4.295
VINORELBINE,SORAFENIB,A375,6802.5,8.682500000000001,6.51,5.8925,11.16
VINORELBINE,SORAFENIB,A427,9130.5,0.95,0.010000000000000009,4.82,7.2325
VINORELBINE,SORAFENIB,ES2,20706.5,7.597499999999999,7.745,3.9975000000000005,9.9675
VINORELBINE,SORAFENIB,HCT116,22938.5,4.13,3.6399999999999997,1.1625,6.88
VINORELBINE,SORAFENIB,HT144,25266.5,3.13,2.165,3.6725000000000003,8.705
VINORELBINE,SORAFENIB,LNCAP,90146.5,-0.37499999999999994,-2.2925,-2.2600000000000002,2.9475000000000002
VINORELBINE,SORAFENIB,LOVO,34358.5,-0.6849999999999999,-2.73,-3.7750000000000004,1.6525
VINORELBINE,SORAFENIB,MDAMB436,36690.5,-1.91,-3.755,-12.6975,-3.5975
VINORELBINE,SORAFENIB,MSTO,38718.5,6.7825,6.445,8.555,8.705000000000002
VINORELBINE,SORAFENIB,NCI-H460,47866.5,5.2575,4.6525,0.9675,8.415000000000001
VINORELBINE,SORAFENIB,NCIH1650,41050.5,-2.42,-1.9699999999999998,-3.8000000000000003,0.5425
VINORELBINE,SORAFENIB,NCIH2122,43382.5,-1.01,-1.915,-7.565,-0.020000000000000018
VINORELBINE,SORAFENIB,NCIH23,45550.5,-0.0725,-2.31,-4.9575,1.5825
VINORELBINE,SORAFENIB,NCIH520,50198.5,-0.185,-1.28,-0.5599999999999999,4.785
VINORELBINE,SORAFENIB,OCUBM,52530.5,2.1950000000000003,1.705,3.67,8.6
VINORELBINE,SORAFENIB,OV90,54862.5,1.9324999999999999,1.9649999999999999,4.885,7.909999999999999
VINORELBINE,SORAFENIB,OVCAR3,57194.5,5.529999999999999,-2.8725,-42.4675,-6.41
VINORELBINE,SORAFENIB,PA1,59526.5,0.057499999999999996,0.04500000000000001,-3.7425,2.0975
VINORELBINE,SORAFENIB,RKO,61858.5,2.6900000000000004,1.6099999999999999,-1.4625,4.9675
VINORELBINE,SORAFENIB,RPMI7951,64118.5,-2.455,-4.905,-8.4025,-1.7000000000000002
VINORELBINE,SORAFENIB,SK-OV-3,71110.5,11.774999999999999,10.197500000000002,6.0249999999999995,11.225
VINORELBINE,SORAFENIB,SKMEL30,66446.5,-0.040000000000000036,0.13249999999999995,4.0225,6.7524999999999995
VINORELBINE,SORAFENIB,SKMES1,68778.5,7.969999999999999,4.8549999999999995,-0.05500000000000027,7.3675
VINORELBINE,SORAFENIB,SW-620,73442.5,3.9175,2.8149999999999995,0.6825000000000001,6.465
VINORELBINE,SORAFENIB,SW837,75774.5,-1.8399999999999999,-3.9175,-5.447500000000001,-0.9175
VINORELBINE,SORAFENIB,T-47D,77886.5,5.285,3.3625,5.9,8.55
VINORELBINE,SORAFENIB,UACC62,80210.5,-12.932500000000001,-23.235,-22.595000000000002,-18.365000000000002
VINORELBINE,SORAFENIB,UWB1289,82542.5,0.3025,0.2825,2.7075,6.135000000000001
VINORELBINE,SORAFENIB,VCAP,87206.5,6.1875,6.6375,0.24250000000000008,6.932499999999999
VINORELBINE,SUNITINIB,A2058,2234.5,3.1575,0.15249999999999997,-3.8474999999999997,3.5424999999999995
VINORELBINE,SUNITINIB,A2780,4542.5,5.1375,5.1525,2.7325,8.49
VINORELBINE,SUNITINIB,A375,6806.5,4.41,3.18,5.0775,10.040000000000001
VINORELBINE,SUNITINIB,A427,9134.5,5.45,3.63,8.020000000000001,12.41
VINORELBINE,SUNITINIB,ES2,20710.5,9.6075,9.9775,4.5875,11.35
VINORELBINE,SUNITINIB,HCT116,22942.5,8.5725,6.790000000000001,5.637499999999999,10.7475
VINORELBINE,SUNITINIB,HT144,25270.5,2.505,2.2325,-3.2224999999999997,8.815
VINORELBINE,SUNITINIB,LNCAP,90150.5,3.79,0.1575,-1.0875000000000001,4.5375
VINORELBINE,SUNITINIB,LOVO,34362.5,-1.845,-2.7125,4.0325,7.5024999999999995
VINORELBINE,SUNITINIB,MDAMB436,36694.5,-1.6525,-1.96,-3.3200000000000003,1.8224999999999998
VINORELBINE,SUNITINIB,MSTO,38722.5,-1.3075,-4.204999999999999,-6.252500000000001,0.07499999999999996
VINORELBINE,SUNITINIB,NCI-H460,47870.5,7.4875,6.414999999999999,3.215,10.305
VINORELBINE,SUNITINIB,NCIH1650,41054.5,-4.262499999999999,-1.0824999999999998,-0.7849999999999999,3.4
VINORELBINE,SUNITINIB,NCIH2122,43386.5,10.85,6.257499999999999,-34.5125,6.575
VINORELBINE,SUNITINIB,NCIH23,45554.5,3.355,2.3,-1.5750000000000002,6.0275
VINORELBINE,SUNITINIB,NCIH520,50202.5,5.945,6.0725,3.5525,10.2625
VINORELBINE,SUNITINIB,OCUBM,52534.5,-7.365,-12.582500000000001,-10.582500000000001,-5.2675
VINORELBINE,SUNITINIB,OV90,54866.5,-1.455,0.37249999999999994,-15.3675,2.1225
VINORELBINE,SUNITINIB,OVCAR3,57198.5,0.405,-0.4,-8.0075,-0.875
VINORELBINE,SUNITINIB,PA1,59530.5,7.7749999999999995,6.5600000000000005,-0.7050000000000001,8.442499999999999
VINORELBINE,SUNITINIB,RKO,61862.5,0.535,-2.2925,-3.54,3.2575
VINORELBINE,SUNITINIB,RPMI7951,64122.5,2.355,-1.095,42.455,-0.7949999999999999
VINORELBINE,SUNITINIB,SK-OV-3,71114.5,2.1599999999999997,1.7149999999999999,3.1624999999999996,8.4225
VINORELBINE,SUNITINIB,SKMEL30,66450.5,3.3125,3.1025,1.0825,6.625
VINORELBINE,SUNITINIB,SKMES1,68782.5,4.569999999999999,3.42,-0.17000000000000004,8.53
VINORELBINE,SUNITINIB,SW-620,73446.5,5.3325,4.79,6.525,11.4625
VINORELBINE,SUNITINIB,SW837,75778.5,-3.7874999999999996,-5.445,-4.42,-0.06249999999999983
VINORELBINE,SUNITINIB,T-47D,77890.5,4.892499999999999,5.3225,-14.5825,3.6125
VINORELBINE,SUNITINIB,UACC62,80214.5,-5.1925,-7.8725,-7.609999999999999,-2.5825
VINORELBINE,SUNITINIB,UWB1289,82546.5,-3.7350000000000003,-3.4074999999999998,-4.077500000000001,2.3325
VINORELBINE,SUNITINIB,VCAP,87210.5,1.645,-1.8175000000000001,-8.6175,-0.8999999999999999
VINORELBINE,TEMOZOLOMIDE,A2058,2238.5,-3.8499999999999996,-5.7700000000000005,-10.11,-1.1425
VINORELBINE,TEMOZOLOMIDE,A2780,4546.5,5.245,5.8575,2.185,5.865
VINORELBINE,TEMOZOLOMIDE,A375,6810.5,-12.2175,-27.0075,-29.3375,-25.4075
VINORELBINE,TEMOZOLOMIDE,A427,9138.5,-3.1149999999999998,-6.7975,-1.0425,2.1425
VINORELBINE,TEMOZOLOMIDE,ES2,20714.5,-1.6324999999999998,-2.6875,-2.9075,0.3624999999999999
VINORELBINE,TEMOZOLOMIDE,HCT116,22946.5,2.4775,-0.25750000000000006,-43.9225,-1.5675
VINORELBINE,TEMOZOLOMIDE,HT144,25274.5,-3.3925,-5.097499999999999,-47.0,-5.6025
VINORELBINE,TEMOZOLOMIDE,LNCAP,32042.5,2.9699999999999998,-2.09,-29.562500000000004,-1.7625
VINORELBINE,TEMOZOLOMIDE,LOVO,34366.5,1.6275,-2.9325,-33.405,-1.9425
VINORELBINE,TEMOZOLOMIDE,MDAMB436,36698.5,0.3,1.51,-5.7525,0.1925
VINORELBINE,TEMOZOLOMIDE,MSTO,38726.5,5.4,4.807500000000001,2.7375,6.279999999999999
VINORELBINE,TEMOZOLOMIDE,NCI-H460,47874.5,-1.1949999999999998,-1.7249999999999999,-6.2325,0.6975
VINORELBINE,TEMOZOLOMIDE,NCIH1650,41058.5,4.26,2.0375,-41.09,-3.5725
VINORELBINE,TEMOZOLOMIDE,NCIH2122,43390.5,2.9200000000000004,3.6775,-1.2325000000000002,3.9575
VINORELBINE,TEMOZOLOMIDE,NCIH23,45558.5,-2.695,-3.2775,-6.0075,-1.0999999999999999
VINORELBINE,TEMOZOLOMIDE,NCIH520,50206.5,-3.0925000000000002,-6.3774999999999995,-42.9825,-5.0325
VINORELBINE,TEMOZOLOMIDE,OCUBM,52538.5,8.21,6.1274999999999995,-30.2025,0.635
VINORELBINE,TEMOZOLOMIDE,OV90,54870.5,-2.6575,-1.1700000000000002,-4.885,1.185
VINORELBINE,TEMOZOLOMIDE,OVCAR3,57202.5,4.74,2.2875,-44.9625,-0.6025
VINORELBINE,TEMOZOLOMIDE,PA1,59534.5,1.9175,-1.7200000000000002,-41.54,-1.3249999999999997
VINORELBINE,TEMOZOLOMIDE,RKO,61866.5,1.8325,-1.5350000000000001,-42.3375,-2.3675
VINORELBINE,TEMOZOLOMIDE,RPMI7951,64126.5,-1.9224999999999999,0.43000000000000005,-3.02,2.54
VINORELBINE,TEMOZOLOMIDE,SK-OV-3,71118.5,7.390000000000001,2.69,-45.48,-2.4499999999999997
VINORELBINE,TEMOZOLOMIDE,SKMEL30,66454.5,-0.57,2.335,-26.387500000000003,2.6624999999999996
VINORELBINE,TEMOZOLOMIDE,SKMES1,68786.5,0.355,0.19999999999999998,-40.9275,3.7175
VINORELBINE,TEMOZOLOMIDE,SW-620,73450.5,-3.3525,-5.3575,-6.3625,1.7625
VINORELBINE,TEMOZOLOMIDE,SW837,75782.5,3.0500000000000003,2.8275,-39.3625,-1.4025000000000003
VINORELBINE,TEMOZOLOMIDE,T-47D,77894.5,11.55,9.6925,-19.0675,-0.8724999999999998
VINORELBINE,TEMOZOLOMIDE,UACC62,80218.5,-2.4299999999999997,-3.8024999999999998,-3.1100000000000003,-0.37499999999999994
VINORELBINE,TEMOZOLOMIDE,UWB1289,82550.5,-4.645,-3.78,-5.75,-0.5974999999999999
VINORELBINE,TEMOZOLOMIDE,VCAP,87214.5,2.6025,-1.98,-52.057500000000005,-5.097500000000001
VINORELBINE,ZOLINZA,A2058,2242.5,0.6100000000000001,-2.965,-6.415,-2.3275000000000006
VINORELBINE,ZOLINZA,A2780,4550.5,2.1449999999999996,0.9275,-1.93,2.2399999999999998
VINORELBINE,ZOLINZA,A375,6814.5,-2.35,-5.272500000000001,-4.5475,-1.5875
VINORELBINE,ZOLINZA,A427,9142.5,-6.005000000000001,-12.4525,-7.765000000000001,-4.6525
VINORELBINE,ZOLINZA,ES2,20718.5,5.8825,6.555,3.05,7.58
VINORELBINE,ZOLINZA,HCT116,22950.5,1.97,0.07500000000000001,-1.13,2.605
VINORELBINE,ZOLINZA,HT144,25278.5,0.15999999999999998,-1.595,-0.6475,2.575
VINORELBINE,ZOLINZA,LNCAP,90154.5,11.935,10.67,11.1075,15.265
VINORELBINE,ZOLINZA,LOVO,34370.5,-0.20750000000000002,-1.8,0.30500000000000005,3.7775
VINORELBINE,ZOLINZA,MDAMB436,36702.5,-2.1175,-0.7099999999999999,-2.3025,0.9399999999999998
VINORELBINE,ZOLINZA,MSTO,38730.5,19.09,16.6775,18.4675,21.262500000000003
VINORELBINE,ZOLINZA,NCI-H460,47878.5,-1.4774999999999998,-2.395,-4.765,1.855
VINORELBINE,ZOLINZA,NCIH1650,41062.5,-1.2625000000000002,1.3325,2.1374999999999997,5.0275
VINORELBINE,ZOLINZA,NCIH2122,43394.5,2.8925,2.5425,0.3025,4.94
VINORELBINE,ZOLINZA,NCIH23,45562.5,-0.5399999999999999,-4.155,-6.5600000000000005,-2.6574999999999998
VINORELBINE,ZOLINZA,NCIH520,50210.5,4.532500000000001,2.8825000000000003,1.2275,4.1625
VINORELBINE,ZOLINZA,OCUBM,52542.5,5.592499999999999,3.8725,2.9124999999999996,6.92
VINORELBINE,ZOLINZA,OV90,54874.5,-2.285,-1.1275,1.94,3.3324999999999996
VINORELBINE,ZOLINZA,OVCAR3,57206.5,2.995,2.3375,-0.07250000000000012,3.28
VINORELBINE,ZOLINZA,PA1,59538.5,1.4125,0.6275,-3.7225,1.2625
VINORELBINE,ZOLINZA,RKO,61870.5,-1.5375,-3.5500000000000003,-3.1799999999999997,1.2200000000000002
VINORELBINE,ZOLINZA,RPMI7951,64130.5,3.4925,3.6125,1.3725,6.1225
VINORELBINE,ZOLINZA,SK-OV-3,71122.5,6.87,6.5024999999999995,7.052499999999999,9.959999999999999
VINORELBINE,ZOLINZA,SKMEL30,66458.5,2.9675,2.3274999999999997,-2.995,1.9400000000000002
VINORELBINE,ZOLINZA,SKMES1,68790.5,4.897500000000001,4.8075,0.4075,7.37
VINORELBINE,ZOLINZA,SW-620,73454.5,5.297499999999999,3.4,0.7274999999999999,3.72
VINORELBINE,ZOLINZA,SW837,75786.5,0.16500000000000004,-1.3599999999999999,-3.6099999999999994,0.019999999999999716
VINORELBINE,ZOLINZA,T-47D,77898.5,4.405,3.8275,5.085,6.4725
VINORELBINE,ZOLINZA,UACC62,80222.5,-4.6049999999999995,-7.6425,-7.455,-3.9299999999999997
VINORELBINE,ZOLINZA,UWB1289,82554.5,1.2499999999999998,-0.019999999999999907,0.35500000000000004,3.9025000000000003
VINORELBINE,ZOLINZA,VCAP,87218.5,2.1950000000000003,1.81,-0.21000000000000002,4.275
ZOLINZA,ABT-888,A2058,2246.5,10.684999999999999,13.57,-5.9425,10.3725
ZOLINZA,ABT-888,A2780,4554.5,6.295,9.905,-3.7625,10.705
ZOLINZA,ABT-888,A375,6818.5,1.5775,-1.4000000000000001,-42.6875,-4.1925
ZOLINZA,ABT-888,A427,9146.5,-12.525,-23.7175,-30.3775,-17.997500000000002
ZOLINZA,ABT-888,ES2,20722.5,4.54,3.7399999999999998,-38.347500000000004,2.4225000000000003
ZOLINZA,ABT-888,HCT116,22954.5,0.8400000000000001,1.7675,-37.7825,2.7075
ZOLINZA,ABT-888,HT144,25282.5,2.0275,1.8375,-25.13,1.8800000000000001
ZOLINZA,ABT-888,LNCAP,32046.5,7.8500000000000005,7.765000000000001,-7.595000000000001,13.305
ZOLINZA,ABT-888,LOVO,34374.5,-2.1624999999999996,-3.6725,-23.0625,-0.7825
ZOLINZA,ABT-888,MDAMB436,36706.5,-2.0825,3.7525000000000004,3.8124999999999996,6.612500000000001
ZOLINZA,ABT-888,MSTO,38734.5,28.2025,23.085,0.0625,26.852500000000003
ZOLINZA,ABT-888,NCI-H460,47882.5,-1.3725,-4.725,-38.56,-2.8825
ZOLINZA,ABT-888,NCIH1650,41066.5,-1.995,-2.08,-4.279999999999999,0.4599999999999999
ZOLINZA,ABT-888,NCIH2122,43398.5,1.3749999999999998,5.279999999999999,-0.24000000000000002,7.705
ZOLINZA,ABT-888,NCIH23,45566.5,0.24,-1.33,-15.5975,-1.2125
ZOLINZA,ABT-888,NCIH520,50214.5,7.93,10.9275,-7.0075,9.5175
ZOLINZA,ABT-888,OCUBM,52546.5,1.7974999999999999,1.2025000000000001,-21.6575,1.285
ZOLINZA,ABT-888,OV90,54878.5,-3.3674999999999997,0.595,-35.065,0.3249999999999999
ZOLINZA,ABT-888,OVCAR3,57210.5,-0.08500000000000008,2.8925,-12.4925,3.5575
ZOLINZA,ABT-888,PA1,59542.5,1.2449999999999999,0.6725,-41.54,0.48250000000000004
ZOLINZA,ABT-888,RKO,61874.5,-5.1575,-5.0725,-25.3275,-1.0125
ZOLINZA,ABT-888,RPMI7951,64134.5,2.0575,4.0475,-35.08,2.96
ZOLINZA,ABT-888,SK-OV-3,71126.5,5.1,10.212499999999999,-30.87,8.370000000000001
ZOLINZA,ABT-888,SKMEL30,66462.5,5.0925,3.4,-13.712499999999999,-1.8375
ZOLINZA,ABT-888,SKMES1,68794.5,2.64,4.8275,-5.890000000000001,5.0175
ZOLINZA,ABT-888,SW-620,73458.5,4.9125,1.9274999999999998,-37.31999999999999,0.37999999999999995
ZOLINZA,ABT-888,SW837,75790.5,1.84,3.1275,-9.2975,2.9699999999999998
ZOLINZA,ABT-888,T-47D,77902.5,6.7275,6.819999999999999,-34.057500000000005,5.0025
ZOLINZA,ABT-888,UACC62,80226.5,5.77,5.04,-37.5175,2.2350000000000003
ZOLINZA,ABT-888,UWB1289,82558.5,2.4325,2.8599999999999994,0.17999999999999983,4.1975
ZOLINZA,ABT-888,VCAP,87222.5,10.844999999999999,15.1575,-27.7125,10.264999999999999
ZOLINZA,AZD1775,A2058,2250.5,11.82,12.8025,4.7925,12.8625
ZOLINZA,AZD1775,A2780,4558.5,8.165000000000001,8.8375,4.04,12.229999999999999
ZOLINZA,AZD1775,A375,6822.5,9.795,8.715,7.2425,12.175
ZOLINZA,AZD1775,A427,9150.5,-3.795,-5.48,-5.1475,1.09
ZOLINZA,AZD1775,ES2,20726.5,7.045,7.3675,1.7550000000000001,8.67
ZOLINZA,AZD1775,HCT116,22958.5,6.8825,5.65,1.8325,8.5075
ZOLINZA,AZD1775,HT144,25286.5,0.64,1.4725,-0.3825000000000002,3.5774999999999997
ZOLINZA,AZD1775,LNCAP,90158.5,17.48,16.802500000000002,20.36,25.887500000000003
ZOLINZA,AZD1775,LOVO,34378.5,1.3399999999999999,0.8625,1.645,7.2375
ZOLINZA,AZD1775,MDAMB436,36710.5,2.2225,4.3925,3.8325000000000005,8.942499999999999
ZOLINZA,AZD1775,MSTO,38738.5,17.240000000000002,13.9475,12.592500000000001,18.8925
ZOLINZA,AZD1775,NCI-H460,47886.5,-0.585,-0.34249999999999986,-4.565000000000001,1.9075000000000002
ZOLINZA,AZD1775,NCIH1650,41070.5,-0.36500000000000005,-0.07250000000000001,-0.5974999999999999,4.8875
ZOLINZA,AZD1775,NCIH2122,43402.5,6.449999999999999,6.795,2.075,8.3925
ZOLINZA,AZD1775,NCIH23,90630.5,7.5975,6.935,2.51,9.35
ZOLINZA,AZD1775,NCIH520,50218.5,10.790000000000001,9.1175,0.1825000000000001,9.0675
ZOLINZA,AZD1775,OCUBM,52550.5,8.085,7.9325,3.3449999999999998,10.3525
ZOLINZA,AZD1775,OV90,54882.5,-7.390000000000001,0.2275000000000001,-0.10250000000000004,3.3975
ZOLINZA,AZD1775,OVCAR3,57214.5,4.475,5.300000000000001,1.15,8.6975
ZOLINZA,AZD1775,PA1,59546.5,4.695,5.7125,-1.4649999999999999,5.9225
ZOLINZA,AZD1775,RKO,61878.5,0.17500000000000004,1.85,0.4999999999999999,5.65
ZOLINZA,AZD1775,RPMI7951,64138.5,11.262500000000001,10.297500000000001,7.785,13.4375
ZOLINZA,AZD1775,SK-OV-3,71130.5,11.3125,11.1025,8.43,13.91
ZOLINZA,AZD1775,SKMEL30,66466.5,8.7875,10.9875,-2.0075,8.6075
ZOLINZA,AZD1775,SKMES1,68798.5,13.600000000000001,12.0625,6.5175,14.3075
ZOLINZA,AZD1775,SW-620,73462.5,8.547500000000001,7.7775,2.8825000000000003,8.1575
ZOLINZA,AZD1775,SW837,75794.5,7.984999999999999,9.175,5.3475,12.0575
ZOLINZA,AZD1775,T-47D,77906.5,9.352500000000001,11.295000000000002,11.504999999999999,13.47
ZOLINZA,AZD1775,UACC62,80230.5,8.505,9.795,6.9,11.605
ZOLINZA,AZD1775,UWB1289,82562.5,4.6725,3.9300000000000006,2.4324999999999997,10.497499999999999
ZOLINZA,AZD1775,VCAP,87226.5,8.4875,10.8325,3.1225,11.3125
ZOLINZA,BEZ-235,A2058,2254.5,10.4625,10.035,7.5425,11.365
ZOLINZA,BEZ-235,A2780,4562.5,8.8,7.865,6.825000000000001,10.915000000000001
ZOLINZA,BEZ-235,A375,6826.5,2.8600000000000003,0.6199999999999999,1.425,4.7325
ZOLINZA,BEZ-235,A427,9154.5,-9.572500000000002,-14.1025,-7.875,-5.282500000000001
ZOLINZA,BEZ-235,ES2,20730.5,5.35,4.3175,3.7,7.859999999999999
ZOLINZA,BEZ-235,HCT116,22962.5,2.92,2.2600000000000002,0.44999999999999996,6.039999999999999
ZOLINZA,BEZ-235,HT144,25290.5,2.6399999999999997,1.5975,1.9425,5.694999999999999
ZOLINZA,BEZ-235,LNCAP,32050.5,5.762500000000001,4.2975,7.8950000000000005,12.1425
ZOLINZA,BEZ-235,LOVO,34382.5,0.605,-1.1475,2.2775,5.182499999999999
ZOLINZA,BEZ-235,MDAMB436,36714.5,1.8375,1.65,6.41,8.790000000000001
ZOLINZA,BEZ-235,MSTO,38742.5,13.945,11.682500000000001,16.08,19.68
ZOLINZA,BEZ-235,NCI-H460,47890.5,1.065,-1.5474999999999999,-0.8900000000000001,4.11
ZOLINZA,BEZ-235,NCIH1650,41074.5,-3.5175,-3.8274999999999997,-0.14749999999999994,2.335
ZOLINZA,BEZ-235,NCIH2122,43406.5,6.0125,6.2299999999999995,6.005,10.9125
ZOLINZA,BEZ-235,NCIH23,45570.5,3.1,1.06,0.08,4.04
ZOLINZA,BEZ-235,NCIH520,50222.5,11.197499999999998,9.35,7.367500000000001,10.8575
ZOLINZA,BEZ-235,OCUBM,52554.5,4.695,3.8249999999999997,2.2399999999999998,7.005000000000001
ZOLINZA,BEZ-235,OV90,54886.5,5.9399999999999995,5.0024999999999995,6.02,10.2425
ZOLINZA,BEZ-235,OVCAR3,57218.5,1.8900000000000001,1.4875,0.4075,4.8825
ZOLINZA,BEZ-235,PA1,59550.5,5.677499999999999,5.0425,2.3249999999999997,6.3025
ZOLINZA,BEZ-235,RKO,61882.5,0.8525,0.4925,6.085,9.065000000000001
ZOLINZA,BEZ-235,RPMI7951,64142.5,7.625000000000001,7.4025,8.7225,12.065000000000001
ZOLINZA,BEZ-235,SK-OV-3,71134.5,9.2975,8.935,9.815,13.54
ZOLINZA,BEZ-235,SKMEL30,66470.5,7.827500000000001,6.9775,0.5225000000000001,6.930000000000001
ZOLINZA,BEZ-235,SKMES1,68802.5,7.01,6.77,3.74,10.3425
ZOLINZA,BEZ-235,SW-620,73466.5,5.584999999999999,4.2625,1.3875000000000002,4.7625
ZOLINZA,BEZ-235,SW837,75798.5,7.6975,6.5375000000000005,3.9775,9.0675
ZOLINZA,BEZ-235,T-47D,77910.5,13.850000000000001,11.685,10.105,13.935
ZOLINZA,BEZ-235,UACC62,80234.5,3.8575,3.1275000000000004,2.22,6.5825
ZOLINZA,BEZ-235,UWB1289,82566.5,5.26,4.7749999999999995,7.984999999999999,11.36
ZOLINZA,BEZ-235,VCAP,87230.5,7.4725,7.7925,7.827500000000001,11.530000000000001
ZOLINZA,BORTEZOMIB,A2058,2258.5,7.02,10.2025,3.5225,8.1125
ZOLINZA,BORTEZOMIB,A2780,4566.5,2.2925,2.495,-1.335,4.135
ZOLINZA,BORTEZOMIB,A375,6830.5,3.2475,2.5875,-1.9,3.6799999999999997
ZOLINZA,BORTEZOMIB,A427,9158.5,-5.94,-10.545000000000002,-13.055,-8.870000000000001
ZOLINZA,BORTEZOMIB,ES2,20734.5,10.675,11.44,8.1725,12.235
ZOLINZA,BORTEZOMIB,HCT116,65366.4,2.758,2.904,-2.562,4.268
ZOLINZA,BORTEZOMIB,HT144,25294.5,3.645,3.2525,-0.0675,4.635
ZOLINZA,BORTEZOMIB,LNCAP,32054.5,5.525,4.9624999999999995,3.4624999999999995,7.6850000000000005
ZOLINZA,BORTEZOMIB,LOVO,34386.5,0.3425,-0.885,-2.995,0.7000000000000001
ZOLINZA,BORTEZOMIB,MDAMB436,36718.5,1.805,3.5475000000000003,-2.1125,4.175
ZOLINZA,BORTEZOMIB,MSTO,38746.5,21.525,18.2725,15.1725,21.517500000000002
ZOLINZA,BORTEZOMIB,NCI-H460,75893.8,5.922000000000001,6.4879999999999995,1.182,8.584
ZOLINZA,BORTEZOMIB,NCIH1650,41078.5,0.8049999999999999,0.41000000000000003,-0.31000000000000005,2.0975
ZOLINZA,BORTEZOMIB,NCIH2122,43410.5,8.200000000000001,8.940000000000001,4.5175,10.9925
ZOLINZA,BORTEZOMIB,NCIH23,89379.2,-0.15999999999999998,-1.516,-5.6899999999999995,-1.2420000000000002
ZOLINZA,BORTEZOMIB,NCIH520,50226.5,7.9399999999999995,6.452500000000001,-13.145,6.475
ZOLINZA,BORTEZOMIB,OCUBM,52558.5,1.2075,0.9675000000000001,-3.8975,1.395
ZOLINZA,BORTEZOMIB,OV90,54890.5,3.415,4.71,-0.010000000000000009,4.92
ZOLINZA,BORTEZOMIB,OVCAR3,91954.2,1.294,2.342,-6.604000000000001,1.964
ZOLINZA,BORTEZOMIB,PA1,59554.5,1.23,1.6124999999999998,-4.5175,1.5150000000000001
ZOLINZA,BORTEZOMIB,RKO,61886.5,5.255000000000001,5.545,2.4325,6.365
ZOLINZA,BORTEZOMIB,RPMI7951,64146.5,5.1475,6.065,1.52,6.085
ZOLINZA,BORTEZOMIB,SK-OV-3,107330.0,6.4319999999999995,7.958,0.14199999999999946,9.8
ZOLINZA,BORTEZOMIB,SKMEL30,66474.5,7.03,8.64,-1.5775000000000001,6.797499999999999
ZOLINZA,BORTEZOMIB,SKMES1,68806.5,6.895,6.487500000000001,3.12,8.09
ZOLINZA,BORTEZOMIB,SW-620,108734.4,5.526000000000001,6.74,3.116,5.914
ZOLINZA,BORTEZOMIB,SW837,75802.5,10.24,8.7075,3.5374999999999996,10.1925
ZOLINZA,BORTEZOMIB,T-47D,114144.8,5.876,6.866000000000001,-0.7140000000000001,8.187999999999999
ZOLINZA,BORTEZOMIB,UACC62,94160.6,3.7279999999999993,4.768,0.6819999999999999,5.152
ZOLINZA,BORTEZOMIB,UWB1289,82570.5,1.1225,-0.014999999999999986,-3.295,1.51
ZOLINZA,BORTEZOMIB,VCAP,87234.5,9.1875,9.625,6.4725,11.33
ZOLINZA,DASATINIB,A2058,2262.5,8.385,12.5975,9.907499999999999,13.0825
ZOLINZA,DASATINIB,A2780,4570.5,0.5125,0.6,4.6125,6.1425
ZOLINZA,DASATINIB,A375,6834.5,-4.0625,-5.7625,-7.19,-2.4425
ZOLINZA,DASATINIB,A427,9162.5,-9.375,-10.6025,-1.5149999999999997,0.7275
